Generation,evals,avg,std,min,max,best_one,fitness_best_one
10,334,[   8.        1701.0925868],[ 0.         10.93266085],[   8.         1661.54229071],[   8.         1714.04237303],"[14, 25, 23, 16, 12, 15, 10, 8, 4, 5, 19, 21, 20, 17, 18, 11, 13, 3, 7, 9, 6, 2, 24, 22, 1]","(8.0, 1661.5422907114726)"
11,336,[   8.         1691.03421583],[0.         8.72322176],[   8.         1651.99701066],[   8.         1698.13508977],"[17, 12, 16, 3, 5, 4, 15, 9, 6, 20, 10, 11, 1, 22, 21, 18, 7, 8, 24, 23, 14, 25, 19, 13, 2]","(8.0, 1651.9970106561368)"
12,336,[   8.         1684.03307448],[ 0.         10.08009271],[   8.         1641.02542101],[   8.         1693.96028811],"[22, 10, 3, 20, 24, 19, 23, 25, 9, 11, 4, 2, 1, 8, 16, 12, 17, 18, 13, 14, 21, 6, 15, 7, 5]","(8.0, 1641.0254210134744)"
13,360,[   8.         1675.44062406],[ 0.         11.51024485],[   8.        1618.0293473],[   8.         1689.25702241],"[16, 12, 17, 3, 5, 4, 20, 9, 6, 24, 10, 11, 1, 22, 21, 18, 7, 8, 15, 23, 14, 25, 19, 13, 2]","(8.0, 1618.0293472991273)"
14,356,[   8.         1664.73839828],[0.         9.17865623],[   8.         1613.84378157],[   8.         1674.59791163],"[16, 12, 17, 3, 5, 2, 20, 9, 6, 24, 10, 11, 1, 22, 21, 18, 7, 8, 15, 23, 14, 25, 19, 13, 4]","(8.0, 1613.843781565797)"
15,336,[   8.        1656.0516056],[0.         9.88555898],[   8.         1598.89975602],[   8.         1665.98526121],"[17, 12, 16, 5, 3, 4, 24, 9, 6, 20, 10, 11, 1, 22, 21, 18, 7, 8, 15, 23, 14, 25, 19, 13, 2]","(8.0, 1598.8997560248572)"
16,352,[   8.         1648.05310984],[ 0.         10.64484664],[   8.         1598.89975602],[   8.         1659.56977602],"[17, 12, 16, 5, 3, 4, 24, 9, 6, 20, 10, 11, 1, 22, 21, 18, 7, 8, 15, 23, 14, 25, 19, 13, 2]","(8.0, 1598.8997560248572)"
17,326,[   8.         1639.83200863],[ 0.         11.80534899],[   8.         1598.89975602],[   8.         1651.99701066],"[17, 12, 16, 5, 3, 4, 24, 9, 6, 20, 10, 11, 1, 22, 21, 18, 7, 8, 15, 23, 14, 25, 19, 13, 2]","(8.0, 1598.8997560248572)"
18,330,[   8.         1630.01280103],[ 0.        11.2053613],[   8.         1598.89975602],[   8.         1641.02542101],"[17, 12, 16, 5, 3, 4, 24, 9, 6, 20, 10, 11, 1, 22, 21, 18, 7, 8, 15, 23, 14, 25, 19, 13, 2]","(8.0, 1598.8997560248572)"
19,338,[   8.         1620.48406484],[ 0.         10.77723139],[   8.         1598.89975602],[   8.         1631.88147794],"[17, 12, 16, 5, 3, 4, 24, 9, 6, 20, 10, 11, 1, 22, 21, 18, 7, 8, 15, 23, 14, 25, 19, 13, 2]","(8.0, 1598.8997560248572)"
20,356,[   8.         1610.62780625],[0.         8.22040689],[   8.         1580.96117182],[   8.         1621.16723876],"[17, 12, 16, 3, 5, 4, 7, 9, 6, 20, 10, 11, 1, 22, 21, 8, 24, 18, 15, 23, 14, 25, 19, 13, 2]","(8.0, 1580.96117182387)"
21,342,[   8.         1603.08583511],[0.         5.69296313],[   8.         1580.96117182],[   8.         1613.84378157],"[17, 12, 16, 3, 5, 4, 7, 9, 6, 20, 10, 11, 1, 22, 21, 8, 24, 18, 15, 23, 14, 25, 19, 13, 2]","(8.0, 1580.96117182387)"
22,344,[   8.         1598.32066723],[0.        2.8616228],[   8.         1566.39451848],[   8.         1599.86326882],"[17, 12, 16, 5, 3, 4, 24, 9, 6, 20, 10, 11, 1, 22, 21, 18, 7, 8, 2, 23, 14, 25, 19, 13, 15]","(8.0, 1566.3945184766087)"
23,338,[   8.         1597.41782286],[0.         4.10424048],[   8.         1566.39451848],[   8.         1598.89975602],"[17, 12, 16, 5, 3, 4, 24, 9, 6, 20, 10, 11, 1, 22, 21, 18, 7, 8, 2, 23, 14, 25, 19, 13, 15]","(8.0, 1566.3945184766087)"
24,342,[   8.         1595.15889916],[0.        6.0624839],[   8.         1566.39451848],[   8.         1598.89975602],"[17, 12, 16, 5, 3, 4, 24, 9, 6, 20, 10, 11, 1, 22, 21, 18, 7, 8, 2, 23, 14, 25, 19, 13, 15]","(8.0, 1566.3945184766087)"
25,364,[   8.         1590.72364081],[0.         7.32760654],[   8.         1566.39451848],[   8.         1597.88496387],"[17, 12, 16, 5, 3, 4, 24, 9, 6, 20, 10, 11, 1, 22, 21, 18, 7, 8, 2, 23, 14, 25, 19, 13, 15]","(8.0, 1566.3945184766087)"
26,322,[   8.         1584.78021337],[0.         7.21343378],[   8.         1563.75246125],[   8.         1594.09728435],"[17, 12, 16, 5, 3, 4, 20, 9, 6, 24, 10, 11, 1, 22, 21, 18, 7, 8, 2, 23, 14, 25, 19, 13, 15]","(8.0, 1563.7524612485506)"
27,350,[   8.         1579.21035178],[0.        7.2036461],[   8.         1555.41901845],[   8.         1589.01276283],"[17, 18, 16, 5, 3, 4, 24, 9, 6, 20, 10, 11, 1, 22, 21, 12, 7, 8, 2, 23, 14, 25, 19, 13, 15]","(8.0, 1555.4190184485892)"
28,346,[   8.        1574.0840131],[0.         7.05573048],[   8.         1555.41901845],[   8.         1580.96117182],"[17, 18, 16, 5, 3, 4, 24, 9, 6, 20, 10, 11, 1, 22, 21, 12, 7, 8, 2, 23, 14, 25, 19, 13, 15]","(8.0, 1555.4190184485892)"
29,344,[   8.         1567.41661475],[0.         3.68950936],[   8.         1555.41901845],[   8.         1575.91599804],"[17, 18, 16, 5, 3, 4, 24, 9, 6, 20, 10, 11, 1, 22, 21, 12, 7, 8, 2, 23, 14, 25, 19, 13, 15]","(8.0, 1555.4190184485892)"
30,340,[   8.         1565.25261637],[0.         2.81637641],[   8.         1555.41901845],[   8.         1566.39451848],"[17, 18, 16, 5, 3, 4, 24, 9, 6, 20, 10, 11, 1, 22, 21, 12, 7, 8, 2, 23, 14, 25, 19, 13, 15]","(8.0, 1555.4190184485892)"
31,348,[   8.         1563.80956276],[0.         3.80571739],[   8.         1555.41901845],[   8.         1566.39451848],"[17, 18, 16, 5, 3, 4, 24, 9, 6, 20, 10, 11, 1, 22, 21, 12, 7, 8, 2, 23, 14, 25, 19, 13, 15]","(8.0, 1555.4190184485892)"
32,340,[   8.         1560.87605614],[0.         4.05102934],[   8.         1555.41901845],[   8.         1566.11440859],"[17, 18, 16, 5, 3, 4, 24, 9, 6, 20, 10, 11, 1, 22, 21, 12, 7, 8, 2, 23, 14, 25, 19, 13, 15]","(8.0, 1555.4190184485892)"
33,340,[   8.         1557.40184397],[0.         2.93560172],[   8.         1553.18399618],[   8.         1563.38766163],"[17, 18, 16, 5, 3, 4, 24, 9, 6, 20, 10, 11, 1, 22, 19, 12, 7, 8, 2, 23, 14, 25, 21, 13, 15]","(8.0, 1553.1839961758637)"
34,348,[   8.         1555.27672884],[0.         1.03343635],[   8.        1538.9615301],[   8.         1555.41901845],"[17, 18, 16, 24, 3, 4, 5, 9, 6, 20, 10, 11, 1, 22, 21, 12, 7, 8, 2, 23, 14, 25, 19, 13, 15]","(8.0, 1538.9615300994553)"
35,344,[   8.         1554.98138132],[0.         1.91955853],[   8.        1538.9615301],[   8.         1555.41901845],"[17, 18, 16, 24, 3, 4, 5, 9, 6, 20, 10, 11, 1, 22, 21, 12, 7, 8, 2, 23, 14, 25, 19, 13, 15]","(8.0, 1538.9615300994553)"
36,352,[   8.         1554.40557334],[0.         2.85967549],[   8.        1538.9615301],[   8.         1555.41901845],"[17, 18, 16, 24, 3, 4, 5, 9, 6, 20, 10, 11, 1, 22, 21, 12, 7, 8, 2, 23, 14, 25, 19, 13, 15]","(8.0, 1538.9615300994553)"
37,342,[   8.         1553.15487973],[0.        4.1165473],[   8.        1538.9615301],[   8.         1555.41901845],"[17, 18, 16, 24, 3, 4, 5, 9, 6, 20, 10, 11, 1, 22, 21, 12, 7, 8, 2, 23, 14, 25, 19, 13, 15]","(8.0, 1538.9615300994553)"
38,344,[   8.       1550.412894],[0.         5.20723037],[   8.         1538.68142021],[   8.        1554.6152767],"[17, 18, 16, 24, 3, 2, 5, 9, 6, 20, 10, 11, 1, 22, 21, 12, 7, 8, 4, 23, 14, 25, 19, 13, 15]","(8.0, 1538.6814202101748)"
39,344,[   8.         1546.68257543],[0.         6.02551293],[   8.         1538.68142021],[   8.         1553.18399618],"[17, 18, 16, 24, 3, 2, 5, 9, 6, 20, 10, 11, 1, 22, 21, 12, 7, 8, 4, 23, 14, 25, 19, 13, 15]","(8.0, 1538.6814202101748)"
40,328,[   8.         1540.94167373],[0.         3.06616116],[   8.        1528.9349857],[   8.         1545.54470112],"[17, 18, 16, 24, 3, 4, 5, 6, 9, 20, 10, 11, 1, 22, 21, 12, 7, 8, 2, 23, 14, 25, 19, 13, 15]","(8.0, 1528.93498570303)"
41,340,[   8.         1538.74768352],[0.         1.22108432],[   8.        1528.9349857],[   8.        1538.9615301],"[17, 18, 16, 24, 3, 4, 5, 6, 9, 20, 10, 11, 1, 22, 21, 12, 7, 8, 2, 23, 14, 25, 19, 13, 15]","(8.0, 1528.93498570303)"
42,330,[   8.         1538.56561764],[0.         1.54509823],[   8.        1528.9349857],[   8.        1538.9615301],"[17, 18, 16, 24, 3, 4, 5, 6, 9, 20, 10, 11, 1, 22, 21, 12, 7, 8, 2, 23, 14, 25, 19, 13, 15]","(8.0, 1528.93498570303)"
43,342,[   8.         1538.13128959],[0.        2.1455288],[   8.        1528.9349857],[   8.        1538.9615301],"[17, 18, 16, 24, 3, 4, 5, 6, 9, 20, 10, 11, 1, 22, 21, 12, 7, 8, 2, 23, 14, 25, 19, 13, 15]","(8.0, 1528.93498570303)"
44,340,[   8.         1537.11918598],[0.         2.92145972],[   8.        1528.9349857],[   8.        1538.9615301],"[17, 18, 16, 24, 3, 4, 5, 6, 9, 20, 10, 11, 1, 22, 21, 12, 7, 8, 2, 23, 14, 25, 19, 13, 15]","(8.0, 1528.93498570303)"
45,346,[   8.         1535.12792632],[0.         3.47783526],[   8.        1528.9349857],[   8.         1538.68142021],"[17, 18, 16, 24, 3, 4, 5, 6, 9, 20, 10, 11, 1, 22, 21, 12, 7, 8, 2, 23, 14, 25, 19, 13, 15]","(8.0, 1528.93498570303)"
46,328,[   8.         1531.87004676],[0.        2.8652333],[   8.         1521.80275337],[   8.         1536.72650783],"[17, 13, 16, 10, 3, 4, 5, 6, 9, 20, 24, 11, 1, 22, 21, 12, 7, 8, 2, 23, 14, 25, 19, 18, 15]","(8.0, 1521.8027533696795)"
47,344,[   8.         1529.52884161],[0.        1.2071903],[   8.         1521.80275337],[   8.         1531.08720559],"[17, 13, 16, 10, 3, 4, 5, 6, 9, 20, 24, 11, 1, 22, 21, 12, 7, 8, 2, 23, 14, 25, 19, 18, 15]","(8.0, 1521.8027533696795)"
48,354,[   8.         1528.76109286],[0.        0.9958334],[   8.         1521.80275337],[   8.        1528.9349857],"[17, 13, 16, 10, 3, 4, 5, 6, 9, 20, 24, 11, 1, 22, 21, 12, 7, 8, 2, 23, 14, 25, 19, 18, 15]","(8.0, 1521.8027533696795)"
49,332,[   8.         1528.52312287],[0.         1.48910176],[   8.         1521.80275337],[   8.        1528.9349857],"[17, 13, 16, 10, 3, 4, 5, 6, 9, 20, 24, 11, 1, 22, 21, 12, 7, 8, 2, 23, 14, 25, 19, 18, 15]","(8.0, 1521.8027533696795)"
50,346,[   8.         1528.00818405],[0.         2.12445246],[   8.         1521.80275337],[   8.        1528.9349857],"[17, 13, 16, 10, 3, 4, 5, 6, 9, 20, 24, 11, 1, 22, 21, 12, 7, 8, 2, 23, 14, 25, 19, 18, 15]","(8.0, 1521.8027533696795)"
51,340,[   8.         1526.87803131],[0.        2.7435935],[   8.        1521.0606612],[   8.        1528.9349857],"[17, 18, 16, 10, 3, 4, 5, 6, 9, 20, 24, 11, 1, 22, 21, 12, 7, 8, 2, 23, 14, 25, 19, 13, 15]","(8.0, 1521.0606611967562)"
52,344,[   8.         1524.65354068],[0.         2.58975215],[   8.         1518.82563892],[   8.        1528.9349857],"[17, 18, 16, 10, 3, 4, 5, 6, 9, 20, 24, 11, 1, 22, 19, 12, 7, 8, 2, 23, 14, 25, 21, 13, 15]","(8.0, 1518.8256389240305)"
53,342,[   8.         1522.15039523],[0.         0.94450515],[   8.         1518.82563892],[   8.         1524.52231414],"[17, 18, 16, 10, 3, 4, 5, 6, 9, 20, 24, 11, 1, 22, 19, 12, 7, 8, 2, 23, 14, 25, 21, 13, 15]","(8.0, 1518.8256389240305)"
54,328,[   8.         1521.72372495],[0.         0.41139423],[   8.        1518.2808007],[   8.         1521.80275337],"[17, 13, 16, 10, 3, 4, 5, 6, 9, 20, 21, 11, 1, 22, 24, 12, 7, 8, 2, 23, 14, 25, 19, 18, 15]","(8.0, 1518.280800701672)"
55,346,[   8.         1521.60912752],[0.         0.65312484],[   8.         1517.29976763],[   8.         1521.80275337],"[17, 13, 16, 10, 8, 4, 5, 6, 9, 20, 24, 11, 1, 22, 21, 12, 7, 3, 2, 23, 14, 25, 19, 18, 15]","(8.0, 1517.299767631117)"
56,336,[   8.         1521.35188139],[0.        0.9292376],[   8.         1517.29976763],[   8.         1521.80275337],"[17, 13, 16, 10, 8, 4, 5, 6, 9, 20, 24, 11, 1, 22, 21, 12, 7, 3, 2, 23, 14, 25, 19, 18, 15]","(8.0, 1517.299767631117)"
57,342,[   8.         1520.84769185],[0.         1.23131152],[   8.         1514.60276307],[   8.         1521.80275337],"[17, 18, 16, 7, 3, 4, 5, 6, 9, 20, 24, 11, 1, 22, 19, 12, 10, 8, 2, 23, 14, 25, 21, 13, 15]","(8.0, 1514.6027630747485)"
58,352,[   8.         1519.94372766],[0.         1.25954916],[   8.         1514.60276307],[   8.        1521.1080219],"[17, 18, 16, 7, 3, 4, 5, 6, 9, 20, 24, 11, 1, 22, 19, 12, 10, 8, 2, 23, 14, 25, 21, 13, 15]","(8.0, 1514.6027630747485)"
59,358,[   8.         1518.94758527],[0.         1.08012194],[   8.         1514.05792485],[   8.         1520.40830465],"[17, 13, 16, 7, 3, 4, 5, 6, 9, 20, 21, 11, 1, 22, 24, 12, 10, 8, 2, 23, 14, 25, 19, 18, 15]","(8.0, 1514.0579248523895)"
60,356,[   8.         1518.11573704],[0.         0.91718365],[   8.         1514.05792485],[   8.         1518.82563892],"[17, 13, 16, 7, 3, 4, 5, 6, 9, 20, 21, 11, 1, 22, 24, 12, 10, 8, 2, 23, 14, 25, 19, 18, 15]","(8.0, 1514.0579248523895)"
61,326,[   8.         1517.44985893],[0.         1.08171528],[   8.         1514.05792485],[   8.        1518.2808007],"[17, 13, 16, 7, 3, 4, 5, 6, 9, 20, 21, 11, 1, 22, 24, 12, 10, 8, 2, 23, 14, 25, 19, 18, 15]","(8.0, 1514.0579248523895)"
62,348,[   8.         1516.66970198],[0.         1.16206832],[   8.         1514.05792485],[   8.         1517.57987752],"[17, 13, 16, 7, 3, 4, 5, 6, 9, 20, 21, 11, 1, 22, 24, 12, 10, 8, 2, 23, 14, 25, 19, 18, 15]","(8.0, 1514.0579248523895)"
63,330,[   8.        1515.9457608],[0.         1.34338342],[   8.         1514.05792485],[   8.         1517.29976763],"[17, 13, 16, 7, 3, 4, 5, 6, 9, 20, 21, 11, 1, 22, 24, 12, 10, 8, 2, 23, 14, 25, 19, 18, 15]","(8.0, 1514.0579248523895)"
64,350,[   8.         1514.76640737],[0.         0.80006752],[   8.         1509.02658446],[   8.         1517.09890384],"[17, 18, 16, 7, 3, 4, 5, 6, 9, 20, 22, 11, 1, 24, 19, 12, 10, 8, 2, 23, 14, 25, 21, 13, 15]","(8.0, 1509.0265844581986)"
65,344,[   8.         1514.40847063],[0.         0.45770007],[   8.         1509.02658446],[   8.         1514.60276307],"[17, 18, 16, 7, 3, 4, 5, 6, 9, 20, 22, 11, 1, 24, 19, 12, 10, 8, 2, 23, 14, 25, 21, 13, 15]","(8.0, 1509.0265844581986)"
66,338,[   8.         1514.20940842],[0.         0.58577929],[   8.         1509.02658446],[   8.         1514.60276307],"[17, 18, 16, 7, 3, 4, 5, 6, 9, 20, 22, 11, 1, 24, 19, 12, 10, 8, 2, 23, 14, 25, 21, 13, 15]","(8.0, 1509.0265844581986)"
67,344,[   8.         1513.95893625],[0.         0.66016918],[   8.         1509.02658446],[   8.         1514.05792485],"[17, 18, 16, 7, 3, 4, 5, 6, 9, 20, 22, 11, 1, 24, 19, 12, 10, 8, 2, 23, 14, 25, 21, 13, 15]","(8.0, 1509.0265844581986)"
68,344,[   8.         1513.86323745],[0.         0.90013852],[   8.         1509.02658446],[   8.         1514.05792485],"[17, 18, 16, 7, 3, 4, 5, 6, 9, 20, 22, 11, 1, 24, 19, 12, 10, 8, 2, 23, 14, 25, 21, 13, 15]","(8.0, 1509.0265844581986)"
69,344,[   8.         1513.60813999],[0.         1.32961702],[   8.         1509.02658446],[   8.         1514.05792485],"[17, 18, 16, 7, 3, 4, 5, 6, 9, 20, 22, 11, 1, 24, 19, 12, 10, 8, 2, 23, 14, 25, 21, 13, 15]","(8.0, 1509.0265844581986)"
70,354,[   8.        1513.1012697],[0.         1.82556729],[   8.         1509.02658446],[   8.         1514.01943482],"[17, 18, 16, 7, 3, 4, 5, 6, 9, 20, 22, 11, 1, 24, 19, 12, 10, 8, 2, 23, 14, 25, 21, 13, 15]","(8.0, 1509.0265844581986)"
71,346,[   8.         1512.09783009],[0.        2.2502661],[   8.         1508.74647457],[   8.         1514.01943482],"[17, 18, 16, 7, 3, 2, 5, 6, 9, 20, 22, 11, 1, 24, 19, 12, 10, 8, 4, 23, 14, 25, 21, 13, 15]","(8.0, 1508.746474568918)"
72,346,[   8.         1510.34440047],[0.         1.97926515],[   8.         1508.74647457],[   8.         1513.67116798],"[17, 18, 16, 7, 3, 2, 5, 6, 9, 20, 22, 11, 1, 24, 19, 12, 10, 8, 4, 23, 14, 25, 21, 13, 15]","(8.0, 1508.746474568918)"
73,352,[   8.         1509.01969432],[0.         0.04215127],[   8.         1508.74647457],[   8.         1509.02658446],"[17, 18, 16, 7, 3, 2, 5, 6, 9, 20, 22, 11, 1, 24, 19, 12, 10, 8, 4, 23, 14, 25, 21, 13, 15]","(8.0, 1508.746474568918)"
74,356,[   8.         1509.01156623],[0.         0.06186631],[   8.         1508.63893964],[   8.         1509.02658446],"[17, 18, 16, 7, 3, 2, 5, 6, 9, 20, 21, 11, 1, 24, 19, 12, 10, 8, 4, 23, 14, 25, 22, 13, 15]","(8.0, 1508.6389396376394)"
75,330,[   8.         1508.99299665],[0.        0.0892166],[   8.         1508.63893964],[   8.         1509.02658446],"[17, 18, 16, 7, 3, 2, 5, 6, 9, 20, 21, 11, 1, 24, 19, 12, 10, 8, 4, 23, 14, 25, 22, 13, 15]","(8.0, 1508.6389396376394)"
76,334,[   8.         1508.95674851],[0.         0.12992737],[   8.         1507.81487948],[   8.         1509.02658446],"[17, 18, 16, 7, 3, 2, 5, 6, 9, 20, 22, 11, 1, 24, 19, 15, 10, 8, 4, 23, 14, 25, 21, 13, 12]","(8.0, 1507.8148794757826)"
77,336,[   8.         1508.87651173],[0.         0.16373199],[   8.         1507.81487948],[   8.         1509.02658446],"[17, 18, 16, 7, 3, 2, 5, 6, 9, 20, 22, 11, 1, 24, 19, 15, 10, 8, 4, 23, 14, 25, 21, 13, 12]","(8.0, 1507.8148794757826)"
78,320,[   8.         1508.74648588],[0.         0.14211468],[   8.         1507.81487948],[   8.         1508.91904953],"[17, 18, 16, 7, 3, 2, 5, 6, 9, 20, 22, 11, 1, 24, 19, 15, 10, 8, 4, 23, 14, 25, 21, 13, 12]","(8.0, 1507.8148794757826)"
79,328,[   8.         1508.69450302],[0.         0.17795323],[   8.         1507.81487948],[   8.         1508.74647457],"[17, 18, 16, 7, 3, 2, 5, 6, 9, 20, 22, 11, 1, 24, 19, 15, 10, 8, 4, 23, 14, 25, 21, 13, 12]","(8.0, 1507.8148794757826)"
80,330,[   8.         1508.62863586],[0.         0.25677319],[   8.         1507.81487948],[   8.         1508.74647457],"[17, 18, 16, 7, 3, 2, 5, 6, 9, 20, 22, 11, 1, 24, 19, 15, 10, 8, 4, 23, 14, 25, 21, 13, 12]","(8.0, 1507.8148794757826)"
81,348,[   8.         1508.49714485],[0.         0.34090624],[   8.         1507.81487948],[   8.         1508.74647457],"[17, 18, 16, 7, 3, 2, 5, 6, 9, 20, 22, 11, 1, 24, 19, 15, 10, 8, 4, 23, 14, 25, 21, 13, 12]","(8.0, 1507.8148794757826)"
82,344,[   8.         1508.29489452],[0.         0.40638262],[   8.         1507.81487948],[   8.         1508.63893964],"[17, 18, 16, 7, 3, 2, 5, 6, 9, 20, 22, 11, 1, 24, 19, 15, 10, 8, 4, 23, 14, 25, 21, 13, 12]","(8.0, 1507.8148794757826)"
83,336,[   8.         1507.96370035],[0.         0.31573547],[   8.         1507.81487948],[   8.         1508.63893964],"[17, 18, 16, 7, 3, 2, 5, 6, 9, 20, 22, 11, 1, 24, 19, 15, 10, 8, 4, 23, 14, 25, 21, 13, 12]","(8.0, 1507.8148794757826)"
84,354,[   8.         1507.81487948],[0.00000000e+00 1.36424205e-12],[   8.         1507.81487948],[   8.         1507.81487948],"[17, 18, 16, 7, 3, 2, 5, 6, 9, 20, 22, 11, 1, 24, 19, 15, 10, 8, 4, 23, 14, 25, 21, 13, 12]","(8.0, 1507.8148794757826)"
85,344,[   8.         1507.81487948],[0.00000000e+00 1.36424205e-12],[   8.         1507.81487948],[   8.         1507.81487948],"[17, 18, 16, 7, 3, 2, 5, 6, 9, 20, 22, 11, 1, 24, 19, 15, 10, 8, 4, 23, 14, 25, 21, 13, 12]","(8.0, 1507.8148794757826)"
86,340,[   8.         1507.81487948],[0.00000000e+00 1.36424205e-12],[   8.         1507.81487948],[   8.         1507.81487948],"[17, 18, 16, 7, 3, 2, 5, 6, 9, 20, 22, 11, 1, 24, 19, 15, 10, 8, 4, 23, 14, 25, 21, 13, 12]","(8.0, 1507.8148794757826)"
87,348,[   8.         1507.81482949],[0.         0.00099855],[   8.         1507.79488352],[   8.         1507.81487948],"[17, 18, 16, 7, 3, 2, 5, 6, 9, 20, 22, 11, 1, 24, 19, 15, 10, 8, 4, 23, 25, 14, 21, 13, 12]","(8.0, 1507.7948835239445)"
88,356,[   8.         1507.81446067],[0.         0.00563319],[   8.         1507.70734454],[   8.         1507.81487948],"[17, 18, 16, 7, 3, 2, 5, 6, 9, 20, 21, 11, 1, 24, 19, 15, 10, 8, 4, 23, 14, 25, 22, 13, 12]","(8.0, 1507.707344544504)"
89,350,[   8.         1507.81323535],[0.         0.01215901],[   8.         1507.70734454],[   8.         1507.81487948],"[17, 18, 16, 7, 3, 2, 5, 6, 9, 20, 21, 11, 1, 24, 19, 15, 10, 8, 4, 23, 14, 25, 22, 13, 12]","(8.0, 1507.707344544504)"
90,348,[   8.         1507.81093468],[0.         0.01921607],[   8.         1507.70734454],[   8.         1507.81487948],"[17, 18, 16, 7, 3, 2, 5, 6, 9, 20, 21, 11, 1, 24, 19, 15, 10, 8, 4, 23, 14, 25, 22, 13, 12]","(8.0, 1507.707344544504)"
91,348,[   8.         1507.80698989],[0.         0.02659683],[   8.         1507.70734454],[   8.         1507.81487948],"[17, 18, 16, 7, 3, 2, 5, 6, 9, 20, 21, 11, 1, 24, 19, 15, 10, 8, 4, 23, 14, 25, 22, 13, 12]","(8.0, 1507.707344544504)"
92,336,[   8.         1507.79951911],[0.         0.03565705],[   8.         1507.70734454],[   8.         1507.81487948],"[17, 18, 16, 7, 3, 2, 5, 6, 9, 20, 21, 11, 1, 24, 19, 15, 10, 8, 4, 23, 14, 25, 22, 13, 12]","(8.0, 1507.707344544504)"
93,348,[   8.         1507.78268347],[0.         0.04584522],[   8.         1507.70734454],[   8.         1507.81487948],"[17, 18, 16, 7, 3, 2, 5, 6, 9, 20, 21, 11, 1, 24, 19, 15, 10, 8, 4, 23, 14, 25, 22, 13, 12]","(8.0, 1507.707344544504)"
94,348,[   8.         1507.74515853],[0.         0.12477521],[   8.         1505.43847037],[   8.         1507.81487948],"[17, 15, 16, 7, 3, 2, 5, 6, 9, 20, 21, 11, 1, 24, 19, 18, 10, 8, 4, 23, 14, 25, 22, 13, 12]","(8.0, 1505.4384703723986)"
95,332,[   8.       1507.690278],[0.         0.19575024],[   8.         1505.43847037],[   8.         1507.70734454],"[17, 15, 16, 7, 3, 2, 5, 6, 9, 20, 21, 11, 1, 24, 19, 18, 10, 8, 4, 23, 14, 25, 22, 13, 12]","(8.0, 1505.4384703723986)"
