Generation,evals,avg,std,min,max,best_one,fitness_best_one
96,348,[   8.         1507.68323206],[0.         0.22715507],[   8.         1505.43847037],[   8.         1507.70734454],"[17, 15, 16, 7, 3, 2, 5, 6, 9, 20, 21, 11, 1, 24, 19, 18, 10, 8, 4, 23, 14, 25, 22, 13, 12]","(8.0, 1505.4384703723986)"
97,338,[   8.         1507.64067928],[0.         0.37313373],[   8.         1505.43847037],[   8.         1507.70734454],"[17, 15, 16, 7, 3, 2, 5, 6, 9, 20, 21, 11, 1, 24, 19, 18, 10, 8, 4, 23, 14, 25, 22, 13, 12]","(8.0, 1505.4384703723986)"
98,356,[   8.         1507.57141649],[0.         0.51987547],[   8.         1505.43847037],[   8.         1507.70734454],"[17, 15, 16, 7, 3, 2, 5, 6, 9, 20, 21, 11, 1, 24, 19, 18, 10, 8, 4, 23, 14, 25, 22, 13, 12]","(8.0, 1505.4384703723986)"
99,340,[   8.         1507.42028926],[0.         0.72970032],[   8.         1505.43847037],[   8.         1507.70734454],"[17, 15, 16, 7, 3, 2, 5, 6, 9, 20, 21, 11, 1, 24, 19, 18, 10, 8, 4, 23, 14, 25, 22, 13, 12]","(8.0, 1505.4384703723986)"
100,326,[   8.         1507.09177779],[0.         0.97552967],[   8.         1505.43847037],[   8.         1507.70734454],"[17, 15, 16, 7, 3, 2, 5, 6, 9, 20, 21, 11, 1, 24, 19, 18, 10, 8, 4, 23, 14, 25, 22, 13, 12]","(8.0, 1505.4384703723986)"
101,316,[   8.         1506.36874644],[0.        1.0591497],[   8.         1505.43847037],[   8.         1507.70734454],"[17, 15, 16, 7, 3, 2, 5, 6, 9, 20, 21, 11, 1, 24, 19, 18, 10, 8, 4, 23, 14, 25, 22, 13, 12]","(8.0, 1505.4384703723986)"
102,338,[   8.         1505.43847037],[0.00000000e+00 2.27373675e-12],[   8.         1505.43847037],[   8.         1505.43847037],"[17, 15, 16, 7, 3, 2, 5, 6, 9, 20, 21, 11, 1, 24, 19, 18, 10, 8, 4, 23, 14, 25, 22, 13, 12]","(8.0, 1505.4384703723986)"
103,330,[   8.         1505.43847037],[0.00000000e+00 2.27373675e-12],[   8.         1505.43847037],[   8.         1505.43847037],"[17, 15, 16, 7, 3, 2, 5, 6, 9, 20, 21, 11, 1, 24, 19, 18, 10, 8, 4, 23, 14, 25, 22, 13, 12]","(8.0, 1505.4384703723986)"
104,332,[   8.         1505.43847037],[0.00000000e+00 2.27373675e-12],[   8.         1505.43847037],[   8.         1505.43847037],"[17, 15, 16, 7, 3, 2, 5, 6, 9, 20, 21, 11, 1, 24, 19, 18, 10, 8, 4, 23, 14, 25, 22, 13, 12]","(8.0, 1505.4384703723986)"
105,344,[   8.         1505.43847037],[0.00000000e+00 2.27373675e-12],[   8.         1505.43847037],[   8.         1505.43847037],"[17, 15, 16, 7, 3, 2, 5, 6, 9, 20, 21, 11, 1, 24, 19, 18, 10, 8, 4, 23, 14, 25, 22, 13, 12]","(8.0, 1505.4384703723986)"
106,350,[   8.         1505.43842038],[0.         0.00099855],[   8.         1505.41847442],[   8.         1505.43847037],"[17, 15, 16, 7, 3, 2, 5, 6, 9, 20, 21, 11, 1, 24, 19, 18, 10, 8, 4, 23, 25, 14, 22, 13, 12]","(8.0, 1505.4184744205604)"
107,332,[   8.        1505.4383204],[0.         0.00172519],[   8.         1505.41847442],[   8.         1505.43847037],"[17, 15, 16, 7, 3, 2, 5, 6, 9, 20, 21, 11, 1, 24, 19, 18, 10, 8, 4, 23, 25, 14, 22, 13, 12]","(8.0, 1505.4184744205604)"
108,342,[   8.         1505.43812044],[0.         0.00262197],[   8.         1505.41847442],[   8.         1505.43847037],"[17, 15, 16, 7, 3, 2, 5, 6, 9, 20, 21, 11, 1, 24, 19, 18, 10, 8, 4, 23, 25, 14, 22, 13, 12]","(8.0, 1505.4184744205604)"
109,342,[   8.         1505.43772052],[0.        0.0037989],[   8.         1505.41847442],[   8.         1505.43847037],"[17, 15, 16, 7, 3, 2, 5, 6, 9, 20, 21, 11, 1, 24, 19, 18, 10, 8, 4, 23, 25, 14, 22, 13, 12]","(8.0, 1505.4184744205604)"
110,322,[   8.         1505.43672073],[0.         0.00565018],[   8.         1505.41847442],[   8.         1505.43847037],"[17, 15, 16, 7, 3, 2, 5, 6, 9, 20, 21, 11, 1, 24, 19, 18, 10, 8, 4, 23, 25, 14, 22, 13, 12]","(8.0, 1505.4184744205604)"
111,360,[   8.         1505.43457116],[0.         0.00792241],[   8.         1505.41847442],[   8.         1505.43847037],"[17, 15, 16, 7, 3, 2, 5, 6, 9, 20, 21, 11, 1, 24, 19, 18, 10, 8, 4, 23, 25, 14, 22, 13, 12]","(8.0, 1505.4184744205604)"
112,344,[   8.         1505.42957217],[0.        0.0099373],[   8.         1505.41847442],[   8.         1505.43847037],"[17, 15, 16, 7, 3, 2, 5, 6, 9, 20, 21, 11, 1, 24, 19, 18, 10, 8, 4, 23, 25, 14, 22, 13, 12]","(8.0, 1505.4184744205604)"
113,348,[   8.         1505.42062399],[0.        0.0061937],[   8.         1505.41847442],[   8.         1505.43847037],"[17, 15, 16, 7, 3, 2, 5, 6, 9, 20, 21, 11, 1, 24, 19, 18, 10, 8, 4, 23, 25, 14, 22, 13, 12]","(8.0, 1505.4184744205604)"
114,326,[   8.         1505.41847442],[0.00000000e+00 3.63797881e-12],[   8.         1505.41847442],[   8.         1505.41847442],"[17, 15, 16, 7, 3, 2, 5, 6, 9, 20, 21, 11, 1, 24, 19, 18, 10, 8, 4, 23, 25, 14, 22, 13, 12]","(8.0, 1505.4184744205604)"
115,322,[   8.         1505.41847442],[0.00000000e+00 3.63797881e-12],[   8.         1505.41847442],[   8.         1505.41847442],"[17, 15, 16, 7, 3, 2, 5, 6, 9, 20, 21, 11, 1, 24, 19, 18, 10, 8, 4, 23, 25, 14, 22, 13, 12]","(8.0, 1505.4184744205604)"
116,360,[   8.         1505.41847442],[0.00000000e+00 3.63797881e-12],[   8.         1505.41847442],[   8.         1505.41847442],"[17, 15, 16, 7, 3, 2, 5, 6, 9, 20, 21, 11, 1, 24, 19, 18, 10, 8, 4, 23, 25, 14, 22, 13, 12]","(8.0, 1505.4184744205604)"
117,360,[   8.         1505.41847442],[0.00000000e+00 3.63797881e-12],[   8.         1505.41847442],[   8.         1505.41847442],"[17, 15, 16, 7, 3, 2, 5, 6, 9, 20, 21, 11, 1, 24, 19, 18, 10, 8, 4, 23, 25, 14, 22, 13, 12]","(8.0, 1505.4184744205604)"
118,338,[   8.         1505.41847442],[0.00000000e+00 3.63797881e-12],[   8.         1505.41847442],[   8.         1505.41847442],"[17, 15, 16, 7, 3, 2, 5, 6, 9, 20, 21, 11, 1, 24, 19, 18, 10, 8, 4, 23, 25, 14, 22, 13, 12]","(8.0, 1505.4184744205604)"
119,346,[   8.         1505.41847442],[0.00000000e+00 3.63797881e-12],[   8.         1505.41847442],[   8.         1505.41847442],"[17, 15, 16, 7, 3, 2, 5, 6, 9, 20, 21, 11, 1, 24, 19, 18, 10, 8, 4, 23, 25, 14, 22, 13, 12]","(8.0, 1505.4184744205604)"
120,332,[   8.         1505.41847442],[0.00000000e+00 3.63797881e-12],[   8.         1505.41847442],[   8.         1505.41847442],"[17, 15, 16, 7, 3, 2, 5, 6, 9, 20, 21, 11, 1, 24, 19, 18, 10, 8, 4, 23, 25, 14, 22, 13, 12]","(8.0, 1505.4184744205604)"
121,350,[   8.         1505.41847442],[0.00000000e+00 3.63797881e-12],[   8.         1505.41847442],[   8.         1505.41847442],"[17, 15, 16, 7, 3, 2, 5, 6, 9, 20, 21, 11, 1, 24, 19, 18, 10, 8, 4, 23, 25, 14, 22, 13, 12]","(8.0, 1505.4184744205604)"
122,334,[   8.         1505.41847442],[0.00000000e+00 3.63797881e-12],[   8.         1505.41847442],[   8.         1505.41847442],"[17, 15, 16, 7, 3, 2, 5, 6, 9, 20, 21, 11, 1, 24, 19, 18, 10, 8, 4, 23, 25, 14, 22, 13, 12]","(8.0, 1505.4184744205604)"
123,340,[   8.         1505.41847442],[0.00000000e+00 3.63797881e-12],[   8.         1505.41847442],[   8.         1505.41847442],"[17, 15, 16, 7, 3, 2, 5, 6, 9, 20, 21, 11, 1, 24, 19, 18, 10, 8, 4, 23, 25, 14, 22, 13, 12]","(8.0, 1505.4184744205604)"
124,316,[   8.         1505.41847442],[0.00000000e+00 3.63797881e-12],[   8.         1505.41847442],[   8.         1505.41847442],"[17, 15, 16, 7, 3, 2, 5, 6, 9, 20, 21, 11, 1, 24, 19, 18, 10, 8, 4, 23, 25, 14, 22, 13, 12]","(8.0, 1505.4184744205604)"
125,336,[   8.         1505.41847442],[0.00000000e+00 3.63797881e-12],[   8.         1505.41847442],[   8.         1505.41847442],"[17, 15, 16, 7, 3, 2, 5, 6, 9, 20, 21, 11, 1, 24, 19, 18, 10, 8, 4, 23, 25, 14, 22, 13, 12]","(8.0, 1505.4184744205604)"
126,364,[   8.         1505.41847442],[0.00000000e+00 3.63797881e-12],[   8.         1505.41847442],[   8.         1505.41847442],"[17, 15, 16, 7, 3, 2, 5, 6, 9, 20, 21, 11, 1, 24, 19, 18, 10, 8, 4, 23, 25, 14, 22, 13, 12]","(8.0, 1505.4184744205604)"
127,360,[   8.         1505.41847442],[0.00000000e+00 3.63797881e-12],[   8.         1505.41847442],[   8.         1505.41847442],"[17, 15, 16, 7, 3, 2, 5, 6, 9, 20, 21, 11, 1, 24, 19, 18, 10, 8, 4, 23, 25, 14, 22, 13, 12]","(8.0, 1505.4184744205604)"
128,344,[   8.         1505.41847442],[0.00000000e+00 3.63797881e-12],[   8.         1505.41847442],[   8.         1505.41847442],"[17, 15, 16, 7, 3, 2, 5, 6, 9, 20, 21, 11, 1, 24, 19, 18, 10, 8, 4, 23, 25, 14, 22, 13, 12]","(8.0, 1505.4184744205604)"
129,332,[   8.         1505.41847442],[0.00000000e+00 3.63797881e-12],[   8.         1505.41847442],[   8.         1505.41847442],"[17, 15, 16, 7, 3, 2, 5, 6, 9, 20, 21, 11, 1, 24, 19, 18, 10, 8, 4, 23, 25, 14, 22, 13, 12]","(8.0, 1505.4184744205604)"
130,334,[   8.         1505.41847442],[0.00000000e+00 3.63797881e-12],[   8.         1505.41847442],[   8.         1505.41847442],"[17, 15, 16, 7, 3, 2, 5, 6, 9, 20, 21, 11, 1, 24, 19, 18, 10, 8, 4, 23, 25, 14, 22, 13, 12]","(8.0, 1505.4184744205604)"
131,338,[   8.         1505.41847442],[0.00000000e+00 3.63797881e-12],[   8.         1505.41847442],[   8.         1505.41847442],"[17, 15, 16, 7, 3, 2, 5, 6, 9, 20, 21, 11, 1, 24, 19, 18, 10, 8, 4, 23, 25, 14, 22, 13, 12]","(8.0, 1505.4184744205604)"
132,344,[   8.         1505.41847442],[0.00000000e+00 3.63797881e-12],[   8.         1505.41847442],[   8.         1505.41847442],"[17, 15, 16, 7, 3, 2, 5, 6, 9, 20, 21, 11, 1, 24, 19, 18, 10, 8, 4, 23, 25, 14, 22, 13, 12]","(8.0, 1505.4184744205604)"
133,334,[   8.         1505.41847442],[0.00000000e+00 3.63797881e-12],[   8.         1505.41847442],[   8.         1505.41847442],"[17, 15, 16, 7, 3, 2, 5, 6, 9, 20, 21, 11, 1, 24, 19, 18, 10, 8, 4, 23, 25, 14, 22, 13, 12]","(8.0, 1505.4184744205604)"
134,332,[   8.         1505.41847442],[0.00000000e+00 3.63797881e-12],[   8.         1505.41847442],[   8.         1505.41847442],"[17, 15, 16, 7, 3, 2, 5, 6, 9, 20, 21, 11, 1, 24, 19, 18, 10, 8, 4, 23, 25, 14, 22, 13, 12]","(8.0, 1505.4184744205604)"
135,344,[   8.         1505.41847442],[0.00000000e+00 3.63797881e-12],[   8.         1505.41847442],[   8.         1505.41847442],"[17, 15, 16, 7, 3, 2, 5, 6, 9, 20, 21, 11, 1, 24, 19, 18, 10, 8, 4, 23, 25, 14, 22, 13, 12]","(8.0, 1505.4184744205604)"
136,338,[   8.         1505.41847442],[0.00000000e+00 3.63797881e-12],[   8.         1505.41847442],[   8.         1505.41847442],"[17, 15, 16, 7, 3, 2, 5, 6, 9, 20, 21, 11, 1, 24, 19, 18, 10, 8, 4, 23, 25, 14, 22, 13, 12]","(8.0, 1505.4184744205604)"
137,352,[   8.         1505.41847442],[0.00000000e+00 3.63797881e-12],[   8.         1505.41847442],[   8.         1505.41847442],"[17, 15, 16, 7, 3, 2, 5, 6, 9, 20, 21, 11, 1, 24, 19, 18, 10, 8, 4, 23, 25, 14, 22, 13, 12]","(8.0, 1505.4184744205604)"
138,334,[   8.         1505.41847442],[0.00000000e+00 3.63797881e-12],[   8.         1505.41847442],[   8.         1505.41847442],"[17, 15, 16, 7, 3, 2, 5, 6, 9, 20, 21, 11, 1, 24, 19, 18, 10, 8, 4, 23, 25, 14, 22, 13, 12]","(8.0, 1505.4184744205604)"
139,342,[   8.         1505.41847442],[0.00000000e+00 3.63797881e-12],[   8.         1505.41847442],[   8.         1505.41847442],"[17, 15, 16, 7, 3, 2, 5, 6, 9, 20, 21, 11, 1, 24, 19, 18, 10, 8, 4, 23, 25, 14, 22, 13, 12]","(8.0, 1505.4184744205604)"
140,326,[   8.         1505.41847442],[0.00000000e+00 3.63797881e-12],[   8.         1505.41847442],[   8.         1505.41847442],"[17, 15, 16, 7, 3, 2, 5, 6, 9, 20, 21, 11, 1, 24, 19, 18, 10, 8, 4, 23, 25, 14, 22, 13, 12]","(8.0, 1505.4184744205604)"
141,334,[   8.         1505.41847442],[0.00000000e+00 3.63797881e-12],[   8.         1505.41847442],[   8.         1505.41847442],"[17, 15, 16, 7, 3, 2, 5, 6, 9, 20, 21, 11, 1, 24, 19, 18, 10, 8, 4, 23, 25, 14, 22, 13, 12]","(8.0, 1505.4184744205604)"
142,348,[   8.         1505.41847442],[0.00000000e+00 3.63797881e-12],[   8.         1505.41847442],[   8.         1505.41847442],"[17, 15, 16, 7, 3, 2, 5, 6, 9, 20, 21, 11, 1, 24, 19, 18, 10, 8, 4, 23, 25, 14, 22, 13, 12]","(8.0, 1505.4184744205604)"
143,348,[   8.         1505.41847442],[0.00000000e+00 3.63797881e-12],[   8.         1505.41847442],[   8.         1505.41847442],"[17, 15, 16, 7, 3, 2, 5, 6, 9, 20, 21, 11, 1, 24, 19, 18, 10, 8, 4, 23, 25, 14, 22, 13, 12]","(8.0, 1505.4184744205604)"
144,334,[   8.         1505.41847442],[0.00000000e+00 3.63797881e-12],[   8.         1505.41847442],[   8.         1505.41847442],"[17, 15, 16, 7, 3, 2, 5, 6, 9, 20, 21, 11, 1, 24, 19, 18, 10, 8, 4, 23, 25, 14, 22, 13, 12]","(8.0, 1505.4184744205604)"
145,332,[   8.         1505.41847442],[0.00000000e+00 3.63797881e-12],[   8.         1505.41847442],[   8.         1505.41847442],"[17, 15, 16, 7, 3, 2, 5, 6, 9, 20, 21, 11, 1, 24, 19, 18, 10, 8, 4, 23, 25, 14, 22, 13, 12]","(8.0, 1505.4184744205604)"
146,336,[   8.         1505.41847442],[0.00000000e+00 3.63797881e-12],[   8.         1505.41847442],[   8.         1505.41847442],"[17, 15, 16, 7, 3, 2, 5, 6, 9, 20, 21, 11, 1, 24, 19, 18, 10, 8, 4, 23, 25, 14, 22, 13, 12]","(8.0, 1505.4184744205604)"
147,330,[   8.         1505.41847442],[0.00000000e+00 3.63797881e-12],[   8.         1505.41847442],[   8.         1505.41847442],"[17, 15, 16, 7, 3, 2, 5, 6, 9, 20, 21, 11, 1, 24, 19, 18, 10, 8, 4, 23, 25, 14, 22, 13, 12]","(8.0, 1505.4184744205604)"
148,358,[   8.         1505.41847442],[0.00000000e+00 3.63797881e-12],[   8.         1505.41847442],[   8.         1505.41847442],"[17, 15, 16, 7, 3, 2, 5, 6, 9, 20, 21, 11, 1, 24, 19, 18, 10, 8, 4, 23, 25, 14, 22, 13, 12]","(8.0, 1505.4184744205604)"
149,348,[   8.         1505.41847442],[0.00000000e+00 3.63797881e-12],[   8.         1505.41847442],[   8.         1505.41847442],"[17, 15, 16, 7, 3, 2, 5, 6, 9, 20, 21, 11, 1, 24, 19, 18, 10, 8, 4, 23, 25, 14, 22, 13, 12]","(8.0, 1505.4184744205604)"
150,348,[   8.         1505.41847442],[0.00000000e+00 3.63797881e-12],[   8.         1505.41847442],[   8.         1505.41847442],"[17, 15, 16, 7, 3, 2, 5, 6, 9, 20, 21, 11, 1, 24, 19, 18, 10, 8, 4, 23, 25, 14, 22, 13, 12]","(8.0, 1505.4184744205604)"
