Generation,evals,avg,std,min,max,best_one,fitness_best_one
95,348,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
96,340,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
97,342,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
98,334,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
99,330,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
100,348,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
101,332,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
102,318,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
103,346,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
104,348,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
105,324,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
106,336,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
107,328,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
108,356,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
109,338,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
110,346,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
111,358,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
112,348,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
113,328,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
114,346,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
115,338,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
116,346,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
117,314,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
118,340,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
119,358,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
120,344,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
121,338,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
122,312,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
123,326,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
124,326,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
125,328,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
126,342,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
127,342,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
128,336,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
129,354,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
130,340,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
131,340,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
132,338,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
133,336,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
134,348,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
135,348,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
136,356,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
137,330,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
138,338,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
139,340,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
140,352,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
141,350,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
142,346,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
143,338,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
144,348,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
145,348,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
146,330,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
147,354,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
148,330,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
149,350,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
150,336,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
151,328,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
152,308,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
153,332,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
154,336,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
155,342,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
156,334,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
157,356,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
158,354,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
159,342,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
160,328,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
161,340,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
162,324,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
163,332,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
164,348,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
165,350,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
166,334,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
167,330,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
168,344,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
169,336,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
170,336,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
171,332,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
172,356,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
173,328,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
174,342,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
175,342,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
176,328,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
177,358,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
178,334,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
179,334,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
180,346,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
181,344,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
182,348,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
183,344,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
184,330,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
185,354,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
