Generation,evals,avg,std,min,max,best_one,fitness_best_one
10,326,[   8.         1735.27918148],[ 0.         14.04099002],[   8.         1685.15888932],[   8.         1751.10032989],"[20, 24, 22, 14, 25, 5, 8, 4, 7, 12, 16, 2, 11, 10, 13, 19, 17, 18, 1, 15, 6, 9, 21, 23, 3]","(8.0, 1685.1588893209644)"
11,336,[   8.         1722.41469956],[ 0.         13.90731812],[   8.         1636.36420036],[   8.         1737.28795079],"[24, 11, 3, 1, 23, 19, 8, 21, 7, 2, 20, 22, 9, 5, 4, 6, 17, 16, 12, 14, 25, 10, 13, 15, 18]","(8.0, 1636.3642003641105)"
12,332,[   8.        1710.6725159],[ 0.         14.31827881],[   8.         1636.36420036],[   8.         1725.01200776],"[24, 11, 3, 1, 23, 19, 8, 21, 7, 2, 20, 22, 9, 5, 4, 6, 17, 16, 12, 14, 25, 10, 13, 15, 18]","(8.0, 1636.3642003641105)"
13,316,[   8.         1698.40512865],[ 0.         14.97060859],[   8.         1636.36420036],[   8.         1718.80156639],"[24, 11, 3, 1, 23, 19, 8, 21, 7, 2, 20, 22, 9, 5, 4, 6, 17, 16, 12, 14, 25, 10, 13, 15, 18]","(8.0, 1636.3642003641105)"
14,346,[   8.         1685.50849636],[ 0.         14.30140708],[   8.        1622.6445369],[   8.         1697.35156444],"[20, 24, 22, 14, 25, 5, 8, 4, 7, 12, 16, 15, 11, 10, 13, 19, 17, 18, 1, 2, 6, 9, 21, 23, 3]","(8.0, 1622.644536903838)"
15,348,[   8.         1674.06797143],[ 0.         15.11986253],[   8.        1622.6445369],[   8.         1685.15888932],"[20, 24, 22, 14, 25, 5, 8, 4, 7, 12, 16, 15, 11, 10, 13, 19, 17, 18, 1, 2, 6, 9, 21, 23, 3]","(8.0, 1622.644536903838)"
16,338,[   8.         1661.21167795],[ 0.         15.36970275],[   8.        1622.6445369],[   8.         1679.20227562],"[20, 24, 22, 14, 25, 5, 8, 4, 7, 12, 16, 15, 11, 10, 13, 19, 17, 18, 1, 2, 6, 9, 21, 23, 3]","(8.0, 1622.644536903838)"
17,336,[   8.         1647.06065194],[ 0.         12.18029039],[   8.         1613.69443529],[   8.         1665.64059516],"[20, 24, 22, 14, 25, 5, 8, 4, 7, 15, 16, 12, 11, 10, 13, 19, 17, 18, 1, 2, 6, 9, 21, 23, 3]","(8.0, 1613.6944352880585)"
18,342,[   8.         1635.49766367],[0.         4.48327465],[   8.         1613.69443529],[   8.         1643.68195585],"[20, 24, 22, 14, 25, 5, 8, 4, 7, 15, 16, 12, 11, 10, 13, 19, 17, 18, 1, 2, 6, 9, 21, 23, 3]","(8.0, 1613.6944352880585)"
19,344,[   8.         1633.03425023],[0.         5.59185788],[   8.         1613.69443529],[   8.         1636.36420036],"[20, 24, 22, 14, 25, 5, 8, 4, 7, 15, 16, 12, 11, 10, 13, 19, 17, 18, 1, 2, 6, 9, 21, 23, 3]","(8.0, 1613.6944352880585)"
20,350,[   8.         1628.43113577],[0.         6.72402389],[   8.        1585.7257383],[   8.         1636.36420036],"[20, 24, 22, 14, 25, 23, 8, 4, 7, 12, 16, 15, 11, 10, 13, 19, 17, 18, 1, 2, 6, 9, 21, 5, 3]","(8.0, 1585.7257383038327)"
21,354,[   8.         1622.30679674],[0.         5.06407411],[   8.        1585.7257383],[   8.         1629.62942179],"[20, 24, 22, 14, 25, 23, 8, 4, 7, 12, 16, 15, 11, 10, 13, 19, 17, 18, 1, 2, 6, 9, 21, 5, 3]","(8.0, 1585.7257383038327)"
22,328,[   8.         1619.30047278],[0.         6.23177196],[   8.        1585.7257383],[   8.        1622.6445369],"[20, 24, 22, 14, 25, 23, 8, 4, 7, 12, 16, 15, 11, 10, 13, 19, 17, 18, 1, 2, 6, 9, 21, 5, 3]","(8.0, 1585.7257383038327)"
23,358,[   8.         1615.63138183],[0.         7.92865822],[   8.        1585.7257383],[   8.         1621.22667626],"[20, 24, 22, 14, 25, 23, 8, 4, 7, 12, 16, 15, 11, 10, 13, 19, 17, 18, 1, 2, 6, 9, 21, 5, 3]","(8.0, 1585.7257383038327)"
24,334,[   8.         1609.63762467],[0.         9.94058399],[   8.         1576.77563669],[   8.        1619.5496732],"[20, 24, 22, 14, 25, 23, 8, 4, 7, 15, 16, 12, 11, 10, 13, 19, 17, 18, 1, 2, 6, 9, 21, 5, 3]","(8.0, 1576.7756366880533)"
25,344,[   8.         1603.09848398],[ 0.         12.22914746],[   8.         1576.77563669],[   8.         1613.69443529],"[20, 24, 22, 14, 25, 23, 8, 4, 7, 15, 16, 12, 11, 10, 13, 19, 17, 18, 1, 2, 6, 9, 21, 5, 3]","(8.0, 1576.7756366880533)"
26,348,[   8.         1591.33376887],[0.      8.64754],[   8.         1576.77563669],[   8.         1608.98009114],"[20, 24, 22, 14, 25, 23, 8, 4, 7, 15, 16, 12, 11, 10, 13, 19, 17, 18, 1, 2, 6, 9, 21, 5, 3]","(8.0, 1576.7756366880533)"
27,354,[   8.         1585.21654338],[0.         1.88070253],[   8.         1575.87671179],[   8.        1585.7257383],"[20, 24, 22, 14, 25, 23, 8, 4, 7, 12, 16, 15, 11, 10, 13, 19, 17, 18, 1, 2, 6, 9, 21, 3, 5]","(8.0, 1575.87671178762)"
28,328,[   8.         1584.59891802],[0.        2.7818876],[   8.         1566.92661017],[   8.        1585.7257383],"[20, 24, 22, 14, 25, 23, 8, 4, 7, 15, 16, 12, 11, 10, 13, 19, 17, 18, 1, 2, 6, 9, 21, 3, 5]","(8.0, 1566.9266101718406)"
29,348,[   8.         1583.18521976],[0.        3.7700374],[   8.         1566.92661017],[   8.        1585.7257383],"[20, 24, 22, 14, 25, 23, 8, 4, 7, 15, 16, 12, 11, 10, 13, 19, 17, 18, 1, 2, 6, 9, 21, 3, 5]","(8.0, 1566.9266101718406)"
30,336,[   8.         1580.05307558],[0.         4.09577856],[   8.         1561.46647845],[   8.         1585.29625146],"[20, 24, 22, 14, 25, 23, 8, 4, 7, 15, 16, 12, 11, 10, 13, 19, 17, 18, 1, 5, 6, 9, 21, 2, 3]","(8.0, 1561.46647844794)"
31,352,[   8.         1576.46358184],[0.         2.69662558],[   8.         1561.46647845],[   8.         1580.02158672],"[20, 24, 22, 14, 25, 23, 8, 4, 7, 15, 16, 12, 11, 10, 13, 19, 17, 18, 1, 5, 6, 9, 21, 2, 3]","(8.0, 1561.46647844794)"
32,334,[   8.         1574.97384441],[0.         3.33835176],[   8.         1561.46647845],[   8.         1576.77563669],"[20, 24, 22, 14, 25, 23, 8, 4, 7, 15, 16, 12, 11, 10, 13, 19, 17, 18, 1, 5, 6, 9, 21, 2, 3]","(8.0, 1561.46647844794)"
33,356,[   8.        1573.0958014],[0.         3.98838134],[   8.         1561.46647845],[   8.         1576.77563669],"[20, 24, 22, 14, 25, 23, 8, 4, 7, 15, 16, 12, 11, 10, 13, 19, 17, 18, 1, 5, 6, 9, 21, 2, 3]","(8.0, 1561.46647844794)"
34,354,[   8.         1569.65642763],[0.         3.55115566],[   8.         1561.46647845],[   8.         1573.52723381],"[20, 24, 22, 14, 25, 23, 8, 4, 7, 15, 16, 12, 11, 10, 13, 19, 17, 18, 1, 5, 6, 9, 21, 2, 3]","(8.0, 1561.46647844794)"
35,350,[   8.         1566.39179149],[0.         3.16126394],[   8.         1547.35382902],[   8.         1570.41658006],"[20, 24, 22, 14, 25, 23, 8, 4, 2, 15, 16, 12, 11, 10, 13, 19, 17, 18, 1, 5, 6, 9, 21, 7, 3]","(8.0, 1547.3538290220904)"
36,342,[   8.         1564.27146372],[0.         3.25064744],[   8.         1547.35382902],[   8.         1566.92661017],"[20, 24, 22, 14, 25, 23, 8, 4, 2, 15, 16, 12, 11, 10, 13, 19, 17, 18, 1, 5, 6, 9, 21, 7, 3]","(8.0, 1547.3538290220904)"
37,342,[   8.         1561.66163234],[0.        3.2645622],[   8.         1547.35382902],[   8.         1564.44825632],"[20, 24, 22, 14, 25, 23, 8, 4, 2, 15, 16, 12, 11, 10, 13, 19, 17, 18, 1, 5, 6, 9, 21, 7, 3]","(8.0, 1547.3538290220904)"
38,324,[   8.         1559.83291181],[0.         4.13278248],[   8.         1546.62691261],[   8.         1561.46647845],"[20, 24, 22, 23, 25, 14, 8, 4, 2, 15, 16, 12, 11, 10, 13, 19, 17, 18, 1, 5, 6, 9, 21, 7, 3]","(8.0, 1546.6269126053528)"
39,342,[   8.         1557.53993661],[0.         5.59981728],[   8.         1546.62691261],[   8.         1561.46647845],"[20, 24, 22, 23, 25, 14, 8, 4, 2, 15, 16, 12, 11, 10, 13, 19, 17, 18, 1, 5, 6, 9, 21, 7, 3]","(8.0, 1546.6269126053528)"
40,342,[   8.         1553.21366699],[0.        5.5896458],[   8.         1544.69243267],[   8.         1561.46647845],"[20, 24, 22, 14, 25, 23, 8, 4, 2, 15, 16, 18, 11, 10, 13, 19, 17, 12, 1, 5, 6, 9, 21, 7, 3]","(8.0, 1544.6924326706699)"
41,348,[   8.        1548.1261381],[0.         1.35003526],[   8.         1544.01782717],[   8.         1551.88824526],"[20, 24, 22, 14, 25, 23, 3, 4, 2, 15, 16, 12, 11, 10, 13, 19, 17, 18, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1544.0178271726802)"
42,340,[   8.         1547.25784016],[0.         0.42360907],[   8.         1544.01782717],[   8.         1547.35382902],"[20, 24, 22, 14, 25, 23, 3, 4, 2, 15, 16, 12, 11, 10, 13, 19, 17, 18, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1544.0178271726802)"
43,352,[   8.         1547.13554787],[0.         0.63562375],[   8.         1544.01782717],[   8.         1547.35382902],"[20, 24, 22, 14, 25, 23, 3, 4, 2, 15, 16, 12, 11, 10, 13, 19, 17, 18, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1544.0178271726802)"
44,356,[   8.         1546.85415762],[0.        0.8984266],[   8.         1544.01782717],[   8.         1547.35382902],"[20, 24, 22, 14, 25, 23, 3, 4, 2, 15, 16, 12, 11, 10, 13, 19, 17, 18, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1544.0178271726802)"
45,326,[   8.         1546.25174555],[0.         1.15255593],[   8.         1539.64043184],[   8.         1547.35382902],"[20, 24, 22, 14, 25, 23, 3, 4, 2, 15, 16, 12, 10, 11, 13, 19, 17, 18, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1539.6404318449665)"
46,330,[   8.         1545.37189742],[0.         1.21271458],[   8.         1539.64043184],[   8.         1546.62691261],"[20, 24, 22, 14, 25, 23, 3, 4, 2, 15, 16, 12, 10, 11, 13, 19, 17, 18, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1539.6404318449665)"
47,354,[   8.         1544.30676546],[0.         0.76279692],[   8.         1539.64043184],[   8.         1544.69243267],"[20, 24, 22, 14, 25, 23, 3, 4, 2, 15, 16, 12, 10, 11, 13, 19, 17, 18, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1539.6404318449665)"
48,352,[   8.         1543.93477862],[0.         0.93314006],[   8.         1539.64043184],[   8.         1544.69243267],"[20, 24, 22, 14, 25, 23, 3, 4, 2, 15, 16, 12, 10, 11, 13, 19, 17, 18, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1539.6404318449665)"
49,350,[   8.         1543.57072741],[0.         1.17975847],[   8.         1539.58812093],[   8.         1544.01782717],"[20, 24, 22, 23, 25, 14, 8, 4, 2, 15, 16, 18, 10, 11, 13, 19, 17, 12, 1, 5, 6, 9, 21, 7, 3]","(8.0, 1539.5881209262184)"
50,356,[   8.         1543.12209766],[0.         1.52054484],[   8.         1539.58812093],[   8.         1544.01782717],"[20, 24, 22, 23, 25, 14, 8, 4, 2, 15, 16, 18, 10, 11, 13, 19, 17, 12, 1, 5, 6, 9, 21, 7, 3]","(8.0, 1539.5881209262184)"
51,332,[   8.        1542.2415032],[0.         1.73221232],[   8.         1539.58812093],[   8.         1544.01782717],"[20, 24, 22, 23, 25, 14, 8, 4, 2, 15, 16, 18, 10, 11, 13, 19, 17, 12, 1, 5, 6, 9, 21, 7, 3]","(8.0, 1539.5881209262184)"
52,336,[   8.         1540.84946769],[0.         1.42615931],[   8.        1539.1077463],[   8.         1543.29091076],"[20, 24, 22, 14, 25, 23, 3, 4, 2, 12, 16, 18, 10, 11, 13, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1539.1077463007261)"
53,322,[   8.         1539.62980709],[0.         0.10828115],[   8.        1537.6952423],[   8.         1540.17966149],"[20, 24, 22, 14, 25, 23, 3, 4, 2, 15, 16, 12, 10, 11, 18, 19, 17, 13, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1537.695242296974)"
54,356,[   8.         1539.60976839],[0.         0.17741886],[   8.        1537.6952423],[   8.         1539.64043184],"[20, 24, 22, 14, 25, 23, 3, 4, 2, 15, 16, 12, 10, 11, 18, 19, 17, 13, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1537.695242296974)"
55,334,[   8.         1539.56924821],[0.        0.2805244],[   8.        1537.6952423],[   8.         1539.64043184],"[20, 24, 22, 14, 25, 23, 3, 4, 2, 15, 16, 12, 10, 11, 18, 19, 17, 13, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1537.695242296974)"
56,348,[   8.         1539.46611364],[0.         0.46841718],[   8.         1535.93170651],[   8.         1539.64043184],"[20, 24, 22, 23, 25, 14, 8, 4, 2, 15, 16, 18, 10, 11, 12, 19, 17, 13, 1, 5, 6, 9, 21, 7, 3]","(8.0, 1535.9317065113216)"
57,342,[   8.         1539.29133949],[0.        0.6733067],[   8.         1535.93170651],[   8.         1539.58812093],"[20, 24, 22, 23, 25, 14, 8, 4, 2, 15, 16, 18, 10, 11, 12, 19, 17, 13, 1, 5, 6, 9, 21, 7, 3]","(8.0, 1535.9317065113216)"
58,360,[   8.         1539.03517199],[0.         0.85233442],[   8.         1535.93170651],[   8.         1539.58812093],"[20, 24, 22, 23, 25, 14, 8, 4, 2, 15, 16, 18, 10, 11, 12, 19, 17, 13, 1, 5, 6, 9, 21, 7, 3]","(8.0, 1535.9317065113216)"
59,340,[   8.         1538.39200571],[0.         0.95435593],[   8.         1535.93170651],[   8.         1539.58812093],"[20, 24, 22, 23, 25, 14, 8, 4, 2, 15, 16, 18, 10, 11, 12, 19, 17, 13, 1, 5, 6, 9, 21, 7, 3]","(8.0, 1535.9317065113216)"
60,352,[   8.         1537.56197698],[0.         0.71807579],[   8.         1532.59570466],[   8.        1539.1077463],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 15, 16, 18, 10, 11, 12, 19, 17, 13, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1532.5957046619114)"
61,334,[   8.        1537.1792767],[0.         0.79321404],[   8.         1532.59570466],[   8.        1537.6952423],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 15, 16, 18, 10, 11, 12, 19, 17, 13, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1532.5957046619114)"
62,340,[   8.         1536.66061342],[0.         0.88253875],[   8.         1532.59570466],[   8.        1537.6952423],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 15, 16, 18, 10, 11, 12, 19, 17, 13, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1532.5957046619114)"
63,334,[   8.         1535.92829839],[0.         0.72067681],[   8.         1532.59570466],[   8.         1536.96832588],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 15, 16, 18, 10, 11, 12, 19, 17, 13, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1532.5957046619114)"
64,336,[   8.         1535.62608656],[0.         0.88181302],[   8.         1532.59570466],[   8.         1535.93170651],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 15, 16, 18, 10, 11, 12, 19, 17, 13, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1532.5957046619114)"
65,350,[   8.         1535.23436983],[0.         1.22577148],[   8.         1532.59570466],[   8.         1535.93170651],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 15, 16, 18, 10, 11, 12, 19, 17, 13, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1532.5957046619114)"
66,332,[   8.         1534.43650607],[0.         1.45164322],[   8.         1532.59570466],[   8.         1535.93170651],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 15, 16, 18, 10, 11, 12, 19, 17, 13, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1532.5957046619114)"
67,336,[   8.         1533.05451974],[0.         0.66492043],[   8.         1532.59570466],[   8.         1534.16754471],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 15, 16, 18, 10, 11, 12, 19, 17, 13, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1532.5957046619114)"
68,338,[   8.         1532.59570466],[0.00000000e+00 3.41060513e-12],[   8.         1532.59570466],[   8.         1532.59570466],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 15, 16, 18, 10, 11, 12, 19, 17, 13, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1532.5957046619114)"
69,346,[   8.         1532.59570466],[0.00000000e+00 3.41060513e-12],[   8.         1532.59570466],[   8.         1532.59570466],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 15, 16, 18, 10, 11, 12, 19, 17, 13, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1532.5957046619114)"
70,348,[   8.         1532.59570466],[0.00000000e+00 3.41060513e-12],[   8.         1532.59570466],[   8.         1532.59570466],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 15, 16, 18, 10, 11, 12, 19, 17, 13, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1532.5957046619114)"
71,338,[   8.         1532.59570466],[0.00000000e+00 3.41060513e-12],[   8.         1532.59570466],[   8.         1532.59570466],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 15, 16, 18, 10, 11, 12, 19, 17, 13, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1532.5957046619114)"
72,348,[   8.         1532.59124427],[0.         0.08909631],[   8.         1530.81154691],[   8.         1532.59570466],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
73,350,[   8.         1532.59124427],[0.         0.08909631],[   8.         1530.81154691],[   8.         1532.59570466],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
74,342,[   8.         1532.59124427],[0.         0.08909631],[   8.         1530.81154691],[   8.         1532.59570466],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
75,348,[   8.         1532.58678387],[0.         0.12584321],[   8.         1530.81154691],[   8.         1532.59570466],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
76,350,[   8.         1532.57786308],[0.         0.17752145],[   8.         1530.81154691],[   8.         1532.59570466],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
77,334,[   8.         1532.54664032],[0.         0.29177253],[   8.         1530.81154691],[   8.         1532.59570466],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
78,344,[   8.         1532.49757599],[0.         0.40675275],[   8.         1530.81154691],[   8.         1532.59570466],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
79,356,[   8.         1532.39498691],[0.         0.56375927],[   8.         1530.81154691],[   8.         1532.59570466],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
80,342,[   8.         1532.15412562],[0.         0.76997053],[   8.         1530.81154691],[   8.         1532.59570466],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
81,338,[   8.         1531.68870768],[0.         0.89078353],[   8.         1530.81154691],[   8.         1532.59570466],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
82,336,[   8.         1530.82741232],[0.         0.13106894],[   8.         1530.81154691],[   8.         1532.20788477],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
83,352,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
84,334,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
85,322,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
86,356,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
87,342,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
88,334,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
89,356,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
90,324,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
91,330,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
92,356,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
93,338,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
94,334,[   8.         1530.81154691],[0.00000000e+00 8.41282599e-12],[   8.         1530.81154691],[   8.         1530.81154691],"[20, 24, 22, 23, 25, 14, 3, 4, 2, 13, 16, 18, 10, 11, 12, 19, 17, 15, 1, 5, 6, 9, 21, 7, 8]","(8.0, 1530.8115469113507)"
