Generation,evals,avg,std,min,max,best_one,fitness_best_one
93,670,[   8.         1521.39605085],[0.         0.00631833],[   8.         1521.37830445],[   8.        1521.3983004],"[23, 25, 14, 5, 6, 9, 3, 4, 2, 24, 19, 17, 7, 8, 11, 20, 22, 21, 1, 10, 12, 18, 13, 15, 16]","(8.0, 1521.378304445543)"
94,686,[   8.         1521.39342638],[0.         0.00858513],[   8.         1521.37830445],[   8.        1521.3983004],"[23, 25, 14, 5, 6, 9, 3, 4, 2, 24, 19, 17, 7, 8, 11, 20, 22, 21, 1, 10, 12, 18, 13, 15, 16]","(8.0, 1521.378304445543)"
95,696,[   8.        1521.3884274],[0.         0.00999719],[   8.         1521.37830445],[   8.        1521.3983004],"[23, 25, 14, 5, 6, 9, 3, 4, 2, 24, 19, 17, 7, 8, 11, 20, 22, 21, 1, 10, 12, 18, 13, 15, 16]","(8.0, 1521.378304445543)"
96,680,[   8.         1521.37980414],[0.         0.00526676],[   8.         1521.37830445],[   8.        1521.3983004],"[23, 25, 14, 5, 6, 9, 3, 4, 2, 24, 19, 17, 7, 8, 11, 20, 22, 21, 1, 10, 12, 18, 13, 15, 16]","(8.0, 1521.378304445543)"
97,698,[   8.         1521.37830445],[0.00000000e+00 8.41282599e-12],[   8.         1521.37830445],[   8.         1521.37830445],"[23, 25, 14, 5, 6, 9, 3, 4, 2, 24, 19, 17, 7, 8, 11, 20, 22, 21, 1, 10, 12, 18, 13, 15, 16]","(8.0, 1521.378304445543)"
98,692,[   8.         1521.37830445],[0.00000000e+00 8.41282599e-12],[   8.         1521.37830445],[   8.         1521.37830445],"[23, 25, 14, 5, 6, 9, 3, 4, 2, 24, 19, 17, 7, 8, 11, 20, 22, 21, 1, 10, 12, 18, 13, 15, 16]","(8.0, 1521.378304445543)"
99,676,[   8.         1521.37830445],[0.00000000e+00 8.41282599e-12],[   8.         1521.37830445],[   8.         1521.37830445],"[23, 25, 14, 5, 6, 9, 3, 4, 2, 24, 19, 17, 7, 8, 11, 20, 22, 21, 1, 10, 12, 18, 13, 15, 16]","(8.0, 1521.378304445543)"
100,656,[   8.         1521.37830445],[0.00000000e+00 8.41282599e-12],[   8.         1521.37830445],[   8.         1521.37830445],"[23, 25, 14, 5, 6, 9, 3, 4, 2, 24, 19, 17, 7, 8, 11, 20, 22, 21, 1, 10, 12, 18, 13, 15, 16]","(8.0, 1521.378304445543)"
101,676,[   8.         1521.37830445],[0.00000000e+00 8.41282599e-12],[   8.         1521.37830445],[   8.         1521.37830445],"[23, 25, 14, 5, 6, 9, 3, 4, 2, 24, 19, 17, 7, 8, 11, 20, 22, 21, 1, 10, 12, 18, 13, 15, 16]","(8.0, 1521.378304445543)"
102,688,[   8.         1521.37830445],[0.00000000e+00 8.41282599e-12],[   8.         1521.37830445],[   8.         1521.37830445],"[23, 25, 14, 5, 6, 9, 3, 4, 2, 24, 19, 17, 7, 8, 11, 20, 22, 21, 1, 10, 12, 18, 13, 15, 16]","(8.0, 1521.378304445543)"
103,680,[   8.         1521.37830445],[0.00000000e+00 8.41282599e-12],[   8.         1521.37830445],[   8.         1521.37830445],"[23, 25, 14, 5, 6, 9, 3, 4, 2, 24, 19, 17, 7, 8, 11, 20, 22, 21, 1, 10, 12, 18, 13, 15, 16]","(8.0, 1521.378304445543)"
104,698,[   8.         1521.37830445],[0.00000000e+00 8.41282599e-12],[   8.         1521.37830445],[   8.         1521.37830445],"[23, 25, 14, 5, 6, 9, 3, 4, 2, 24, 19, 17, 7, 8, 11, 20, 22, 21, 1, 10, 12, 18, 13, 15, 16]","(8.0, 1521.378304445543)"
105,688,[   8.         1521.37830445],[0.00000000e+00 8.41282599e-12],[   8.         1521.37830445],[   8.         1521.37830445],"[23, 25, 14, 5, 6, 9, 3, 4, 2, 24, 19, 17, 7, 8, 11, 20, 22, 21, 1, 10, 12, 18, 13, 15, 16]","(8.0, 1521.378304445543)"
106,670,[   8.         1521.37830445],[0.00000000e+00 8.41282599e-12],[   8.         1521.37830445],[   8.         1521.37830445],"[23, 25, 14, 5, 6, 9, 3, 4, 2, 24, 19, 17, 7, 8, 11, 20, 22, 21, 1, 10, 12, 18, 13, 15, 16]","(8.0, 1521.378304445543)"
107,666,[   8.         1521.37830445],[0.00000000e+00 8.41282599e-12],[   8.         1521.37830445],[   8.         1521.37830445],"[23, 25, 14, 5, 6, 9, 3, 4, 2, 24, 19, 17, 7, 8, 11, 20, 22, 21, 1, 10, 12, 18, 13, 15, 16]","(8.0, 1521.378304445543)"
108,692,[   8.         1521.37830445],[0.00000000e+00 8.41282599e-12],[   8.         1521.37830445],[   8.         1521.37830445],"[23, 25, 14, 5, 6, 9, 3, 4, 2, 24, 19, 17, 7, 8, 11, 20, 22, 21, 1, 10, 12, 18, 13, 15, 16]","(8.0, 1521.378304445543)"
109,700,[   8.         1521.37830445],[0.00000000e+00 8.41282599e-12],[   8.         1521.37830445],[   8.         1521.37830445],"[23, 25, 14, 5, 6, 9, 3, 4, 2, 24, 19, 17, 7, 8, 11, 20, 22, 21, 1, 10, 12, 18, 13, 15, 16]","(8.0, 1521.378304445543)"
110,678,[   8.         1521.37830445],[0.00000000e+00 8.41282599e-12],[   8.         1521.37830445],[   8.         1521.37830445],"[23, 25, 14, 5, 6, 9, 3, 4, 2, 24, 19, 17, 7, 8, 11, 20, 22, 21, 1, 10, 12, 18, 13, 15, 16]","(8.0, 1521.378304445543)"
111,676,[   8.         1521.37830445],[0.00000000e+00 8.41282599e-12],[   8.         1521.37830445],[   8.         1521.37830445],"[23, 25, 14, 5, 6, 9, 3, 4, 2, 24, 19, 17, 7, 8, 11, 20, 22, 21, 1, 10, 12, 18, 13, 15, 16]","(8.0, 1521.378304445543)"
112,674,[   8.         1521.37830445],[0.00000000e+00 8.41282599e-12],[   8.         1521.37830445],[   8.         1521.37830445],"[23, 25, 14, 5, 6, 9, 3, 4, 2, 24, 19, 17, 7, 8, 11, 20, 22, 21, 1, 10, 12, 18, 13, 15, 16]","(8.0, 1521.378304445543)"
113,664,[   8.         1521.37830445],[0.00000000e+00 8.41282599e-12],[   8.         1521.37830445],[   8.         1521.37830445],"[23, 25, 14, 5, 6, 9, 3, 4, 2, 24, 19, 17, 7, 8, 11, 20, 22, 21, 1, 10, 12, 18, 13, 15, 16]","(8.0, 1521.378304445543)"
114,682,[   8.         1521.37830445],[0.00000000e+00 8.41282599e-12],[   8.         1521.37830445],[   8.         1521.37830445],"[23, 25, 14, 5, 6, 9, 3, 4, 2, 24, 19, 17, 7, 8, 11, 20, 22, 21, 1, 10, 12, 18, 13, 15, 16]","(8.0, 1521.378304445543)"
115,680,[   8.         1521.37830445],[0.00000000e+00 8.41282599e-12],[   8.         1521.37830445],[   8.         1521.37830445],"[23, 25, 14, 5, 6, 9, 3, 4, 2, 24, 19, 17, 7, 8, 11, 20, 22, 21, 1, 10, 12, 18, 13, 15, 16]","(8.0, 1521.378304445543)"
116,670,[   8.         1521.37830445],[0.00000000e+00 8.41282599e-12],[   8.         1521.37830445],[   8.         1521.37830445],"[23, 25, 14, 5, 6, 9, 3, 4, 2, 24, 19, 17, 7, 8, 11, 20, 22, 21, 1, 10, 12, 18, 13, 15, 16]","(8.0, 1521.378304445543)"
117,662,[   8.         1521.37830445],[0.00000000e+00 8.41282599e-12],[   8.         1521.37830445],[   8.         1521.37830445],"[23, 25, 14, 5, 6, 9, 3, 4, 2, 24, 19, 17, 7, 8, 11, 20, 22, 21, 1, 10, 12, 18, 13, 15, 16]","(8.0, 1521.378304445543)"
118,688,[   8.         1521.37830445],[0.00000000e+00 8.41282599e-12],[   8.         1521.37830445],[   8.         1521.37830445],"[23, 25, 14, 5, 6, 9, 3, 4, 2, 24, 19, 17, 7, 8, 11, 20, 22, 21, 1, 10, 12, 18, 13, 15, 16]","(8.0, 1521.378304445543)"
119,676,[   8.         1521.37830445],[0.00000000e+00 8.41282599e-12],[   8.         1521.37830445],[   8.         1521.37830445],"[23, 25, 14, 5, 6, 9, 3, 4, 2, 24, 19, 17, 7, 8, 11, 20, 22, 21, 1, 10, 12, 18, 13, 15, 16]","(8.0, 1521.378304445543)"
120,700,[   8.         1521.37830445],[0.00000000e+00 8.41282599e-12],[   8.         1521.37830445],[   8.         1521.37830445],"[23, 25, 14, 5, 6, 9, 3, 4, 2, 24, 19, 17, 7, 8, 11, 20, 22, 21, 1, 10, 12, 18, 13, 15, 16]","(8.0, 1521.378304445543)"
121,662,[   8.         1521.37830445],[0.00000000e+00 8.41282599e-12],[   8.         1521.37830445],[   8.         1521.37830445],"[23, 25, 14, 5, 6, 9, 3, 4, 2, 24, 19, 17, 7, 8, 11, 20, 22, 21, 1, 10, 12, 18, 13, 15, 16]","(8.0, 1521.378304445543)"
122,672,[   8.         1521.37830445],[0.00000000e+00 8.41282599e-12],[   8.         1521.37830445],[   8.         1521.37830445],"[23, 25, 14, 5, 6, 9, 3, 4, 2, 24, 19, 17, 7, 8, 11, 20, 22, 21, 1, 10, 12, 18, 13, 15, 16]","(8.0, 1521.378304445543)"
123,680,[   8.         1521.37830445],[0.00000000e+00 8.41282599e-12],[   8.         1521.37830445],[   8.         1521.37830445],"[23, 25, 14, 5, 6, 9, 3, 4, 2, 24, 19, 17, 7, 8, 11, 20, 22, 21, 1, 10, 12, 18, 13, 15, 16]","(8.0, 1521.378304445543)"
124,684,[   8.         1521.37830445],[0.00000000e+00 8.41282599e-12],[   8.         1521.37830445],[   8.         1521.37830445],"[23, 25, 14, 5, 6, 9, 3, 4, 2, 24, 19, 17, 7, 8, 11, 20, 22, 21, 1, 10, 12, 18, 13, 15, 16]","(8.0, 1521.378304445543)"
125,640,[   8.         1521.37830445],[0.00000000e+00 8.41282599e-12],[   8.         1521.37830445],[   8.         1521.37830445],"[23, 25, 14, 5, 6, 9, 3, 4, 2, 24, 19, 17, 7, 8, 11, 20, 22, 21, 1, 10, 12, 18, 13, 15, 16]","(8.0, 1521.378304445543)"
126,660,[   8.         1521.37830445],[0.00000000e+00 8.41282599e-12],[   8.         1521.37830445],[   8.         1521.37830445],"[23, 25, 14, 5, 6, 9, 3, 4, 2, 24, 19, 17, 7, 8, 11, 20, 22, 21, 1, 10, 12, 18, 13, 15, 16]","(8.0, 1521.378304445543)"
127,692,[   8.         1521.37830445],[0.00000000e+00 8.41282599e-12],[   8.         1521.37830445],[   8.         1521.37830445],"[23, 25, 14, 5, 6, 9, 3, 4, 2, 24, 19, 17, 7, 8, 11, 20, 22, 21, 1, 10, 12, 18, 13, 15, 16]","(8.0, 1521.378304445543)"
128,668,[   8.         1521.37830445],[0.00000000e+00 8.41282599e-12],[   8.         1521.37830445],[   8.         1521.37830445],"[23, 25, 14, 5, 6, 9, 3, 4, 2, 24, 19, 17, 7, 8, 11, 20, 22, 21, 1, 10, 12, 18, 13, 15, 16]","(8.0, 1521.378304445543)"
129,660,[   8.         1521.37830445],[0.00000000e+00 8.41282599e-12],[   8.         1521.37830445],[   8.         1521.37830445],"[23, 25, 14, 5, 6, 9, 3, 4, 2, 24, 19, 17, 7, 8, 11, 20, 22, 21, 1, 10, 12, 18, 13, 15, 16]","(8.0, 1521.378304445543)"
130,682,[   8.         1521.37830445],[0.00000000e+00 8.41282599e-12],[   8.         1521.37830445],[   8.         1521.37830445],"[23, 25, 14, 5, 6, 9, 3, 4, 2, 24, 19, 17, 7, 8, 11, 20, 22, 21, 1, 10, 12, 18, 13, 15, 16]","(8.0, 1521.378304445543)"
131,696,[   8.         1521.37830445],[0.00000000e+00 8.41282599e-12],[   8.         1521.37830445],[   8.         1521.37830445],"[23, 25, 14, 5, 6, 9, 3, 4, 2, 24, 19, 17, 7, 8, 11, 20, 22, 21, 1, 10, 12, 18, 13, 15, 16]","(8.0, 1521.378304445543)"
132,686,[   8.         1521.37830445],[0.00000000e+00 8.41282599e-12],[   8.         1521.37830445],[   8.         1521.37830445],"[23, 25, 14, 5, 6, 9, 3, 4, 2, 24, 19, 17, 7, 8, 11, 20, 22, 21, 1, 10, 12, 18, 13, 15, 16]","(8.0, 1521.378304445543)"
133,690,[   8.         1521.37830445],[0.00000000e+00 8.41282599e-12],[   8.         1521.37830445],[   8.         1521.37830445],"[23, 25, 14, 5, 6, 9, 3, 4, 2, 24, 19, 17, 7, 8, 11, 20, 22, 21, 1, 10, 12, 18, 13, 15, 16]","(8.0, 1521.378304445543)"
134,670,[   8.         1521.37830445],[0.00000000e+00 8.41282599e-12],[   8.         1521.37830445],[   8.         1521.37830445],"[23, 25, 14, 5, 6, 9, 3, 4, 2, 24, 19, 17, 7, 8, 11, 20, 22, 21, 1, 10, 12, 18, 13, 15, 16]","(8.0, 1521.378304445543)"
135,662,[   8.         1521.37830445],[0.00000000e+00 8.41282599e-12],[   8.         1521.37830445],[   8.         1521.37830445],"[23, 25, 14, 5, 6, 9, 3, 4, 2, 24, 19, 17, 7, 8, 11, 20, 22, 21, 1, 10, 12, 18, 13, 15, 16]","(8.0, 1521.378304445543)"
136,688,[   8.         1521.37830445],[0.00000000e+00 8.41282599e-12],[   8.         1521.37830445],[   8.         1521.37830445],"[23, 25, 14, 5, 6, 9, 3, 4, 2, 24, 19, 17, 7, 8, 11, 20, 22, 21, 1, 10, 12, 18, 13, 15, 16]","(8.0, 1521.378304445543)"
137,676,[   8.         1521.37830445],[0.00000000e+00 8.41282599e-12],[   8.         1521.37830445],[   8.         1521.37830445],"[23, 25, 14, 5, 6, 9, 3, 4, 2, 24, 19, 17, 7, 8, 11, 20, 22, 21, 1, 10, 12, 18, 13, 15, 16]","(8.0, 1521.378304445543)"
138,676,[   8.         1521.37830445],[0.00000000e+00 8.41282599e-12],[   8.         1521.37830445],[   8.         1521.37830445],"[23, 25, 14, 5, 6, 9, 3, 4, 2, 24, 19, 17, 7, 8, 11, 20, 22, 21, 1, 10, 12, 18, 13, 15, 16]","(8.0, 1521.378304445543)"
139,684,[   8.         1521.37830445],[0.00000000e+00 8.41282599e-12],[   8.         1521.37830445],[   8.         1521.37830445],"[23, 25, 14, 5, 6, 9, 3, 4, 2, 24, 19, 17, 7, 8, 11, 20, 22, 21, 1, 10, 12, 18, 13, 15, 16]","(8.0, 1521.378304445543)"
140,680,[   8.         1521.37830445],[0.00000000e+00 8.41282599e-12],[   8.         1521.37830445],[   8.         1521.37830445],"[23, 25, 14, 5, 6, 9, 3, 4, 2, 24, 19, 17, 7, 8, 11, 20, 22, 21, 1, 10, 12, 18, 13, 15, 16]","(8.0, 1521.378304445543)"
141,710,[   8.         1521.37830445],[0.00000000e+00 8.41282599e-12],[   8.         1521.37830445],[   8.         1521.37830445],"[23, 25, 14, 5, 6, 9, 3, 4, 2, 24, 19, 17, 7, 8, 11, 20, 22, 21, 1, 10, 12, 18, 13, 15, 16]","(8.0, 1521.378304445543)"
142,698,[   8.         1521.37830445],[0.00000000e+00 8.41282599e-12],[   8.         1521.37830445],[   8.         1521.37830445],"[23, 25, 14, 5, 6, 9, 3, 4, 2, 24, 19, 17, 7, 8, 11, 20, 22, 21, 1, 10, 12, 18, 13, 15, 16]","(8.0, 1521.378304445543)"
143,688,[   8.         1521.37830445],[0.00000000e+00 8.41282599e-12],[   8.         1521.37830445],[   8.         1521.37830445],"[23, 25, 14, 5, 6, 9, 3, 4, 2, 24, 19, 17, 7, 8, 11, 20, 22, 21, 1, 10, 12, 18, 13, 15, 16]","(8.0, 1521.378304445543)"
144,668,[   8.         1521.37830445],[0.00000000e+00 8.41282599e-12],[   8.         1521.37830445],[   8.         1521.37830445],"[23, 25, 14, 5, 6, 9, 3, 4, 2, 24, 19, 17, 7, 8, 11, 20, 22, 21, 1, 10, 12, 18, 13, 15, 16]","(8.0, 1521.378304445543)"
145,692,[   8.         1521.37830445],[0.00000000e+00 8.41282599e-12],[   8.         1521.37830445],[   8.         1521.37830445],"[23, 25, 14, 5, 6, 9, 3, 4, 2, 24, 19, 17, 7, 8, 11, 20, 22, 21, 1, 10, 12, 18, 13, 15, 16]","(8.0, 1521.378304445543)"
146,666,[   8.         1521.37830445],[0.00000000e+00 8.41282599e-12],[   8.         1521.37830445],[   8.         1521.37830445],"[23, 25, 14, 5, 6, 9, 3, 4, 2, 24, 19, 17, 7, 8, 11, 20, 22, 21, 1, 10, 12, 18, 13, 15, 16]","(8.0, 1521.378304445543)"
147,666,[   8.         1521.37830445],[0.00000000e+00 8.41282599e-12],[   8.         1521.37830445],[   8.         1521.37830445],"[23, 25, 14, 5, 6, 9, 3, 4, 2, 24, 19, 17, 7, 8, 11, 20, 22, 21, 1, 10, 12, 18, 13, 15, 16]","(8.0, 1521.378304445543)"
148,640,[   8.         1521.37830445],[0.00000000e+00 8.41282599e-12],[   8.         1521.37830445],[   8.         1521.37830445],"[23, 25, 14, 5, 6, 9, 3, 4, 2, 24, 19, 17, 7, 8, 11, 20, 22, 21, 1, 10, 12, 18, 13, 15, 16]","(8.0, 1521.378304445543)"
149,656,[   8.         1521.37830445],[0.00000000e+00 8.41282599e-12],[   8.         1521.37830445],[   8.         1521.37830445],"[23, 25, 14, 5, 6, 9, 3, 4, 2, 24, 19, 17, 7, 8, 11, 20, 22, 21, 1, 10, 12, 18, 13, 15, 16]","(8.0, 1521.378304445543)"
150,690,[   8.         1521.37830445],[0.00000000e+00 8.41282599e-12],[   8.         1521.37830445],[   8.         1521.37830445],"[23, 25, 14, 5, 6, 9, 3, 4, 2, 24, 19, 17, 7, 8, 11, 20, 22, 21, 1, 10, 12, 18, 13, 15, 16]","(8.0, 1521.378304445543)"
151,682,[   8.         1521.37830445],[0.00000000e+00 8.41282599e-12],[   8.         1521.37830445],[   8.         1521.37830445],"[23, 25, 14, 5, 6, 9, 3, 4, 2, 24, 19, 17, 7, 8, 11, 20, 22, 21, 1, 10, 12, 18, 13, 15, 16]","(8.0, 1521.378304445543)"
152,688,[   8.         1521.37830445],[0.00000000e+00 8.41282599e-12],[   8.         1521.37830445],[   8.         1521.37830445],"[23, 25, 14, 5, 6, 9, 3, 4, 2, 24, 19, 17, 7, 8, 11, 20, 22, 21, 1, 10, 12, 18, 13, 15, 16]","(8.0, 1521.378304445543)"
153,712,[   8.         1521.37830445],[0.00000000e+00 8.41282599e-12],[   8.         1521.37830445],[   8.         1521.37830445],"[23, 25, 14, 5, 6, 9, 3, 4, 2, 24, 19, 17, 7, 8, 11, 20, 22, 21, 1, 10, 12, 18, 13, 15, 16]","(8.0, 1521.378304445543)"
154,678,[   8.         1521.37830445],[0.00000000e+00 8.41282599e-12],[   8.         1521.37830445],[   8.         1521.37830445],"[23, 25, 14, 5, 6, 9, 3, 4, 2, 24, 19, 17, 7, 8, 11, 20, 22, 21, 1, 10, 12, 18, 13, 15, 16]","(8.0, 1521.378304445543)"
155,692,[   8.         1521.37830445],[0.00000000e+00 8.41282599e-12],[   8.         1521.37830445],[   8.         1521.37830445],"[23, 25, 14, 5, 6, 9, 3, 4, 2, 24, 19, 17, 7, 8, 11, 20, 22, 21, 1, 10, 12, 18, 13, 15, 16]","(8.0, 1521.378304445543)"
156,698,[   8.         1521.37830445],[0.00000000e+00 8.41282599e-12],[   8.         1521.37830445],[   8.         1521.37830445],"[23, 25, 14, 5, 6, 9, 3, 4, 2, 24, 19, 17, 7, 8, 11, 20, 22, 21, 1, 10, 12, 18, 13, 15, 16]","(8.0, 1521.378304445543)"
157,712,[   8.         1521.37830445],[0.00000000e+00 8.41282599e-12],[   8.         1521.37830445],[   8.         1521.37830445],"[23, 25, 14, 5, 6, 9, 3, 4, 2, 24, 19, 17, 7, 8, 11, 20, 22, 21, 1, 10, 12, 18, 13, 15, 16]","(8.0, 1521.378304445543)"
158,668,[   8.         1521.37830445],[0.00000000e+00 8.41282599e-12],[   8.         1521.37830445],[   8.         1521.37830445],"[23, 25, 14, 5, 6, 9, 3, 4, 2, 24, 19, 17, 7, 8, 11, 20, 22, 21, 1, 10, 12, 18, 13, 15, 16]","(8.0, 1521.378304445543)"
159,668,[   8.         1521.37830445],[0.00000000e+00 8.41282599e-12],[   8.         1521.37830445],[   8.         1521.37830445],"[23, 25, 14, 5, 6, 9, 3, 4, 2, 24, 19, 17, 7, 8, 11, 20, 22, 21, 1, 10, 12, 18, 13, 15, 16]","(8.0, 1521.378304445543)"
160,668,[   8.         1521.37830445],[0.00000000e+00 8.41282599e-12],[   8.         1521.37830445],[   8.         1521.37830445],"[23, 25, 14, 5, 6, 9, 3, 4, 2, 24, 19, 17, 7, 8, 11, 20, 22, 21, 1, 10, 12, 18, 13, 15, 16]","(8.0, 1521.378304445543)"
161,656,[   8.         1521.37830445],[0.00000000e+00 8.41282599e-12],[   8.         1521.37830445],[   8.         1521.37830445],"[23, 25, 14, 5, 6, 9, 3, 4, 2, 24, 19, 17, 7, 8, 11, 20, 22, 21, 1, 10, 12, 18, 13, 15, 16]","(8.0, 1521.378304445543)"
162,658,[   8.         1521.37830445],[0.00000000e+00 8.41282599e-12],[   8.         1521.37830445],[   8.         1521.37830445],"[23, 25, 14, 5, 6, 9, 3, 4, 2, 24, 19, 17, 7, 8, 11, 20, 22, 21, 1, 10, 12, 18, 13, 15, 16]","(8.0, 1521.378304445543)"
163,712,[   8.         1521.37830445],[0.00000000e+00 8.41282599e-12],[   8.         1521.37830445],[   8.         1521.37830445],"[23, 25, 14, 5, 6, 9, 3, 4, 2, 24, 19, 17, 7, 8, 11, 20, 22, 21, 1, 10, 12, 18, 13, 15, 16]","(8.0, 1521.378304445543)"
164,682,[   8.         1521.37830445],[0.00000000e+00 8.41282599e-12],[   8.         1521.37830445],[   8.         1521.37830445],"[23, 25, 14, 5, 6, 9, 3, 4, 2, 24, 19, 17, 7, 8, 11, 20, 22, 21, 1, 10, 12, 18, 13, 15, 16]","(8.0, 1521.378304445543)"
165,686,[   8.         1521.37830445],[0.00000000e+00 8.41282599e-12],[   8.         1521.37830445],[   8.         1521.37830445],"[23, 25, 14, 5, 6, 9, 3, 4, 2, 24, 19, 17, 7, 8, 11, 20, 22, 21, 1, 10, 12, 18, 13, 15, 16]","(8.0, 1521.378304445543)"
166,670,[   8.         1521.37830445],[0.00000000e+00 8.41282599e-12],[   8.         1521.37830445],[   8.         1521.37830445],"[23, 25, 14, 5, 6, 9, 3, 4, 2, 24, 19, 17, 7, 8, 11, 20, 22, 21, 1, 10, 12, 18, 13, 15, 16]","(8.0, 1521.378304445543)"
167,662,[   8.         1521.37830445],[0.00000000e+00 8.41282599e-12],[   8.         1521.37830445],[   8.         1521.37830445],"[23, 25, 14, 5, 6, 9, 3, 4, 2, 24, 19, 17, 7, 8, 11, 20, 22, 21, 1, 10, 12, 18, 13, 15, 16]","(8.0, 1521.378304445543)"
168,662,[   8.         1521.37830445],[0.00000000e+00 8.41282599e-12],[   8.         1521.37830445],[   8.         1521.37830445],"[23, 25, 14, 5, 6, 9, 3, 4, 2, 24, 19, 17, 7, 8, 11, 20, 22, 21, 1, 10, 12, 18, 13, 15, 16]","(8.0, 1521.378304445543)"
169,672,[   8.         1521.37830445],[0.00000000e+00 8.41282599e-12],[   8.         1521.37830445],[   8.         1521.37830445],"[23, 25, 14, 5, 6, 9, 3, 4, 2, 24, 19, 17, 7, 8, 11, 20, 22, 21, 1, 10, 12, 18, 13, 15, 16]","(8.0, 1521.378304445543)"
170,684,[   8.         1521.37830445],[0.00000000e+00 8.41282599e-12],[   8.         1521.37830445],[   8.         1521.37830445],"[23, 25, 14, 5, 6, 9, 3, 4, 2, 24, 19, 17, 7, 8, 11, 20, 22, 21, 1, 10, 12, 18, 13, 15, 16]","(8.0, 1521.378304445543)"
171,674,[   8.         1521.37830445],[0.00000000e+00 8.41282599e-12],[   8.         1521.37830445],[   8.         1521.37830445],"[23, 25, 14, 5, 6, 9, 3, 4, 2, 24, 19, 17, 7, 8, 11, 20, 22, 21, 1, 10, 12, 18, 13, 15, 16]","(8.0, 1521.378304445543)"
172,686,[   8.         1521.37830445],[0.00000000e+00 8.41282599e-12],[   8.         1521.37830445],[   8.         1521.37830445],"[23, 25, 14, 5, 6, 9, 3, 4, 2, 24, 19, 17, 7, 8, 11, 20, 22, 21, 1, 10, 12, 18, 13, 15, 16]","(8.0, 1521.378304445543)"
173,680,[   8.         1521.37830445],[0.00000000e+00 8.41282599e-12],[   8.         1521.37830445],[   8.         1521.37830445],"[23, 25, 14, 5, 6, 9, 3, 4, 2, 24, 19, 17, 7, 8, 11, 20, 22, 21, 1, 10, 12, 18, 13, 15, 16]","(8.0, 1521.378304445543)"
174,698,[   8.         1521.37830445],[0.00000000e+00 8.41282599e-12],[   8.         1521.37830445],[   8.         1521.37830445],"[23, 25, 14, 5, 6, 9, 3, 4, 2, 24, 19, 17, 7, 8, 11, 20, 22, 21, 1, 10, 12, 18, 13, 15, 16]","(8.0, 1521.378304445543)"
175,672,[   8.         1521.37830445],[0.00000000e+00 8.41282599e-12],[   8.         1521.37830445],[   8.         1521.37830445],"[23, 25, 14, 5, 6, 9, 3, 4, 2, 24, 19, 17, 7, 8, 11, 20, 22, 21, 1, 10, 12, 18, 13, 15, 16]","(8.0, 1521.378304445543)"
176,678,[   8.         1521.37830445],[0.00000000e+00 8.41282599e-12],[   8.         1521.37830445],[   8.         1521.37830445],"[23, 25, 14, 5, 6, 9, 3, 4, 2, 24, 19, 17, 7, 8, 11, 20, 22, 21, 1, 10, 12, 18, 13, 15, 16]","(8.0, 1521.378304445543)"
177,684,[   8.         1521.37830445],[0.00000000e+00 8.41282599e-12],[   8.         1521.37830445],[   8.         1521.37830445],"[23, 25, 14, 5, 6, 9, 3, 4, 2, 24, 19, 17, 7, 8, 11, 20, 22, 21, 1, 10, 12, 18, 13, 15, 16]","(8.0, 1521.378304445543)"
178,698,[   8.         1521.37830445],[0.00000000e+00 8.41282599e-12],[   8.         1521.37830445],[   8.         1521.37830445],"[23, 25, 14, 5, 6, 9, 3, 4, 2, 24, 19, 17, 7, 8, 11, 20, 22, 21, 1, 10, 12, 18, 13, 15, 16]","(8.0, 1521.378304445543)"
179,702,[   8.         1521.37830445],[0.00000000e+00 8.41282599e-12],[   8.         1521.37830445],[   8.         1521.37830445],"[23, 25, 14, 5, 6, 9, 3, 4, 2, 24, 19, 17, 7, 8, 11, 20, 22, 21, 1, 10, 12, 18, 13, 15, 16]","(8.0, 1521.378304445543)"
180,678,[   8.         1521.37830445],[0.00000000e+00 8.41282599e-12],[   8.         1521.37830445],[   8.         1521.37830445],"[23, 25, 14, 5, 6, 9, 3, 4, 2, 24, 19, 17, 7, 8, 11, 20, 22, 21, 1, 10, 12, 18, 13, 15, 16]","(8.0, 1521.378304445543)"
181,686,[   8.         1521.37830445],[0.00000000e+00 8.41282599e-12],[   8.         1521.37830445],[   8.         1521.37830445],"[23, 25, 14, 5, 6, 9, 3, 4, 2, 24, 19, 17, 7, 8, 11, 20, 22, 21, 1, 10, 12, 18, 13, 15, 16]","(8.0, 1521.378304445543)"
182,686,[   8.         1521.37830445],[0.00000000e+00 8.41282599e-12],[   8.         1521.37830445],[   8.         1521.37830445],"[23, 25, 14, 5, 6, 9, 3, 4, 2, 24, 19, 17, 7, 8, 11, 20, 22, 21, 1, 10, 12, 18, 13, 15, 16]","(8.0, 1521.378304445543)"
183,662,[   8.         1521.37830445],[0.00000000e+00 8.41282599e-12],[   8.         1521.37830445],[   8.         1521.37830445],"[23, 25, 14, 5, 6, 9, 3, 4, 2, 24, 19, 17, 7, 8, 11, 20, 22, 21, 1, 10, 12, 18, 13, 15, 16]","(8.0, 1521.378304445543)"
184,668,[   8.         1521.37830445],[0.00000000e+00 8.41282599e-12],[   8.         1521.37830445],[   8.         1521.37830445],"[23, 25, 14, 5, 6, 9, 3, 4, 2, 24, 19, 17, 7, 8, 11, 20, 22, 21, 1, 10, 12, 18, 13, 15, 16]","(8.0, 1521.378304445543)"
