Generation,evals,avg,std,min,max,best_one,fitness_best_one
95,86,[   8.         1526.72083388],[0.00000000e+00 9.09494702e-13],[   8.         1526.72083388],[   8.         1526.72083388],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 13, 10, 8, 4, 15, 16, 18, 22, 17, 12, 1, 23, 25, 14]","(8.0, 1526.7208338750265)"
96,86,[   8.         1526.72083388],[0.00000000e+00 9.09494702e-13],[   8.         1526.72083388],[   8.         1526.72083388],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 13, 10, 8, 4, 15, 16, 18, 22, 17, 12, 1, 23, 25, 14]","(8.0, 1526.7208338750265)"
97,86,[   8.         1526.72083388],[0.00000000e+00 9.09494702e-13],[   8.         1526.72083388],[   8.         1526.72083388],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 13, 10, 8, 4, 15, 16, 18, 22, 17, 12, 1, 23, 25, 14]","(8.0, 1526.7208338750265)"
98,82,[   8.         1526.72083388],[0.00000000e+00 9.09494702e-13],[   8.         1526.72083388],[   8.         1526.72083388],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 13, 10, 8, 4, 15, 16, 18, 22, 17, 12, 1, 23, 25, 14]","(8.0, 1526.7208338750265)"
99,86,[   8.         1526.72083388],[0.00000000e+00 9.09494702e-13],[   8.         1526.72083388],[   8.         1526.72083388],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 13, 10, 8, 4, 15, 16, 18, 22, 17, 12, 1, 23, 25, 14]","(8.0, 1526.7208338750265)"
100,80,[   8.         1526.72083388],[0.00000000e+00 9.09494702e-13],[   8.         1526.72083388],[   8.         1526.72083388],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 13, 10, 8, 4, 15, 16, 18, 22, 17, 12, 1, 23, 25, 14]","(8.0, 1526.7208338750265)"
101,78,[   8.         1526.72083388],[0.00000000e+00 9.09494702e-13],[   8.         1526.72083388],[   8.         1526.72083388],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 13, 10, 8, 4, 15, 16, 18, 22, 17, 12, 1, 23, 25, 14]","(8.0, 1526.7208338750265)"
102,84,[   8.         1526.70380917],[0.         0.16939366],[   8.         1525.01836355],[   8.         1526.72083388],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 17, 10, 8, 4, 15, 16, 18, 22, 13, 12, 1, 23, 25, 14]","(8.0, 1525.0183635500173)"
103,84,[   8.         1526.66975977],[0.         0.29041968],[   8.         1525.01836355],[   8.         1526.72083388],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 17, 10, 8, 4, 15, 16, 18, 22, 13, 12, 1, 23, 25, 14]","(8.0, 1525.0183635500173)"
104,90,[   8.         1526.61868566],[0.        0.4043143],[   8.         1525.01836355],[   8.         1526.72083388],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 17, 10, 8, 4, 15, 16, 18, 22, 13, 12, 1, 23, 25, 14]","(8.0, 1525.0183635500173)"
105,92,[   8.         1526.51653744],[0.         0.55323737],[   8.         1525.01836355],[   8.         1526.72083388],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 17, 10, 8, 4, 15, 16, 18, 22, 13, 12, 1, 23, 25, 14]","(8.0, 1525.0183635500173)"
106,90,[   8.         1526.30787775],[0.         0.72593958],[   8.         1525.01836355],[   8.         1526.72083388],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 17, 10, 8, 4, 15, 16, 18, 22, 13, 12, 1, 23, 25, 14]","(8.0, 1525.0183635500173)"
107,78,[   8.         1525.84821077],[0.         0.84771419],[   8.         1525.01836355],[   8.         1526.72083388],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 17, 10, 8, 4, 15, 16, 18, 22, 13, 12, 1, 23, 25, 14]","(8.0, 1525.0183635500173)"
108,84,[   8.         1525.12706168],[0.         0.39939989],[   8.         1525.01836355],[   8.         1526.72083388],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 17, 10, 8, 4, 15, 16, 18, 22, 13, 12, 1, 23, 25, 14]","(8.0, 1525.0183635500173)"
109,78,[   8.         1525.01836355],[0.00000000e+00 2.04636308e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 17, 10, 8, 4, 15, 16, 18, 22, 13, 12, 1, 23, 25, 14]","(8.0, 1525.0183635500173)"
110,86,[   8.         1525.01836355],[0.00000000e+00 2.04636308e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 17, 10, 8, 4, 15, 16, 18, 22, 13, 12, 1, 23, 25, 14]","(8.0, 1525.0183635500173)"
111,88,[   8.         1525.01836355],[0.00000000e+00 2.04636308e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 17, 10, 8, 4, 15, 16, 18, 22, 13, 12, 1, 23, 25, 14]","(8.0, 1525.0183635500173)"
112,80,[   8.         1525.01836355],[0.00000000e+00 2.04636308e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 17, 10, 8, 4, 15, 16, 18, 22, 13, 12, 1, 23, 25, 14]","(8.0, 1525.0183635500173)"
113,90,[   8.         1525.01836355],[0.00000000e+00 2.04636308e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 17, 10, 8, 4, 15, 16, 18, 22, 13, 12, 1, 23, 25, 14]","(8.0, 1525.0183635500173)"
114,80,[   8.         1525.01836355],[0.00000000e+00 2.04636308e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 17, 10, 8, 4, 15, 16, 18, 22, 13, 12, 1, 23, 25, 14]","(8.0, 1525.0183635500173)"
115,84,[   8.         1525.01836355],[0.00000000e+00 2.04636308e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 17, 10, 8, 4, 15, 16, 18, 22, 13, 12, 1, 23, 25, 14]","(8.0, 1525.0183635500173)"
116,84,[   8.         1525.01836355],[0.00000000e+00 2.04636308e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 17, 10, 8, 4, 15, 16, 18, 22, 13, 12, 1, 23, 25, 14]","(8.0, 1525.0183635500173)"
117,84,[   8.         1525.01836355],[0.00000000e+00 2.04636308e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 17, 10, 8, 4, 15, 16, 18, 22, 13, 12, 1, 23, 25, 14]","(8.0, 1525.0183635500173)"
118,88,[   8.         1525.01836355],[0.00000000e+00 2.04636308e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 17, 10, 8, 4, 15, 16, 18, 22, 13, 12, 1, 23, 25, 14]","(8.0, 1525.0183635500173)"
119,90,[   8.         1525.01836355],[0.00000000e+00 2.04636308e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 17, 10, 8, 4, 15, 16, 18, 22, 13, 12, 1, 23, 25, 14]","(8.0, 1525.0183635500173)"
120,84,[   8.         1525.01836355],[0.00000000e+00 2.04636308e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 17, 10, 8, 4, 15, 16, 18, 22, 13, 12, 1, 23, 25, 14]","(8.0, 1525.0183635500173)"
121,88,[   8.         1525.01836355],[0.00000000e+00 2.04636308e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 17, 10, 8, 4, 15, 16, 18, 22, 13, 12, 1, 23, 25, 14]","(8.0, 1525.0183635500173)"
122,88,[   8.         1525.01836355],[0.00000000e+00 2.04636308e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 17, 10, 8, 4, 15, 16, 18, 22, 13, 12, 1, 23, 25, 14]","(8.0, 1525.0183635500173)"
123,78,[   8.         1525.01836355],[0.00000000e+00 2.04636308e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 17, 10, 8, 4, 15, 16, 18, 22, 13, 12, 1, 23, 25, 14]","(8.0, 1525.0183635500173)"
124,88,[   8.         1525.01836355],[0.00000000e+00 2.04636308e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 17, 10, 8, 4, 15, 16, 18, 22, 13, 12, 1, 23, 25, 14]","(8.0, 1525.0183635500173)"
125,88,[   8.         1525.01836355],[0.00000000e+00 2.04636308e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 17, 10, 8, 4, 15, 16, 18, 22, 13, 12, 1, 23, 25, 14]","(8.0, 1525.0183635500173)"
126,82,[   8.         1525.01836355],[0.00000000e+00 2.04636308e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 17, 10, 8, 4, 15, 16, 18, 22, 13, 12, 1, 23, 25, 14]","(8.0, 1525.0183635500173)"
127,94,[   8.         1525.01836355],[0.00000000e+00 2.04636308e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 17, 10, 8, 4, 15, 16, 18, 22, 13, 12, 1, 23, 25, 14]","(8.0, 1525.0183635500173)"
128,84,[   8.         1525.01836355],[0.00000000e+00 2.04636308e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 17, 10, 8, 4, 15, 16, 18, 22, 13, 12, 1, 23, 25, 14]","(8.0, 1525.0183635500173)"
129,82,[   8.         1525.01836355],[0.00000000e+00 2.04636308e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 17, 10, 8, 4, 15, 16, 18, 22, 13, 12, 1, 23, 25, 14]","(8.0, 1525.0183635500173)"
130,86,[   8.         1525.01836355],[0.00000000e+00 2.04636308e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 17, 10, 8, 4, 15, 16, 18, 22, 13, 12, 1, 23, 25, 14]","(8.0, 1525.0183635500173)"
131,82,[   8.         1525.01836355],[0.00000000e+00 2.04636308e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 17, 10, 8, 4, 15, 16, 18, 22, 13, 12, 1, 23, 25, 14]","(8.0, 1525.0183635500173)"
132,84,[   8.         1525.01836355],[0.00000000e+00 2.04636308e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 17, 10, 8, 4, 15, 16, 18, 22, 13, 12, 1, 23, 25, 14]","(8.0, 1525.0183635500173)"
133,86,[   8.         1525.01836355],[0.00000000e+00 2.04636308e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 17, 10, 8, 4, 15, 16, 18, 22, 13, 12, 1, 23, 25, 14]","(8.0, 1525.0183635500173)"
134,86,[   8.         1525.01836355],[0.00000000e+00 2.04636308e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 17, 10, 8, 4, 15, 16, 18, 22, 13, 12, 1, 23, 25, 14]","(8.0, 1525.0183635500173)"
135,94,[   8.         1525.01836355],[0.00000000e+00 2.04636308e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 17, 10, 8, 4, 15, 16, 18, 22, 13, 12, 1, 23, 25, 14]","(8.0, 1525.0183635500173)"
136,78,[   8.         1525.01836355],[0.00000000e+00 2.04636308e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 17, 10, 8, 4, 15, 16, 18, 22, 13, 12, 1, 23, 25, 14]","(8.0, 1525.0183635500173)"
137,88,[   8.         1525.01836355],[0.00000000e+00 2.04636308e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 17, 10, 8, 4, 15, 16, 18, 22, 13, 12, 1, 23, 25, 14]","(8.0, 1525.0183635500173)"
138,70,[   8.         1525.01836355],[0.00000000e+00 2.04636308e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 17, 10, 8, 4, 15, 16, 18, 22, 13, 12, 1, 23, 25, 14]","(8.0, 1525.0183635500173)"
139,94,[   8.         1525.01836355],[0.00000000e+00 2.04636308e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 17, 10, 8, 4, 15, 16, 18, 22, 13, 12, 1, 23, 25, 14]","(8.0, 1525.0183635500173)"
140,82,[   8.         1525.01836355],[0.00000000e+00 2.04636308e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 17, 10, 8, 4, 15, 16, 18, 22, 13, 12, 1, 23, 25, 14]","(8.0, 1525.0183635500173)"
141,88,[   8.         1525.01836355],[0.00000000e+00 2.04636308e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 17, 10, 8, 4, 15, 16, 18, 22, 13, 12, 1, 23, 25, 14]","(8.0, 1525.0183635500173)"
142,92,[   8.         1525.01836355],[0.00000000e+00 2.04636308e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 17, 10, 8, 4, 15, 16, 18, 22, 13, 12, 1, 23, 25, 14]","(8.0, 1525.0183635500173)"
143,86,[   8.         1525.01836355],[0.00000000e+00 2.04636308e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 17, 10, 8, 4, 15, 16, 18, 22, 13, 12, 1, 23, 25, 14]","(8.0, 1525.0183635500173)"
144,94,[   8.         1525.01836355],[0.00000000e+00 2.04636308e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 17, 10, 8, 4, 15, 16, 18, 22, 13, 12, 1, 23, 25, 14]","(8.0, 1525.0183635500173)"
145,90,[   8.         1525.01836355],[0.00000000e+00 2.04636308e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 17, 10, 8, 4, 15, 16, 18, 22, 13, 12, 1, 23, 25, 14]","(8.0, 1525.0183635500173)"
146,84,[   8.         1525.01836355],[0.00000000e+00 2.04636308e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 17, 10, 8, 4, 15, 16, 18, 22, 13, 12, 1, 23, 25, 14]","(8.0, 1525.0183635500173)"
147,86,[   8.         1525.01836355],[0.00000000e+00 2.04636308e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 17, 10, 8, 4, 15, 16, 18, 22, 13, 12, 1, 23, 25, 14]","(8.0, 1525.0183635500173)"
148,80,[   8.         1525.01836355],[0.00000000e+00 2.04636308e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 17, 10, 8, 4, 15, 16, 18, 22, 13, 12, 1, 23, 25, 14]","(8.0, 1525.0183635500173)"
149,76,[   8.         1525.01836355],[0.00000000e+00 2.04636308e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 17, 10, 8, 4, 15, 16, 18, 22, 13, 12, 1, 23, 25, 14]","(8.0, 1525.0183635500173)"
150,84,[   8.         1525.01836355],[0.00000000e+00 2.04636308e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 17, 10, 8, 4, 15, 16, 18, 22, 13, 12, 1, 23, 25, 14]","(8.0, 1525.0183635500173)"
151,84,[   8.         1525.01836355],[0.00000000e+00 2.04636308e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 17, 10, 8, 4, 15, 16, 18, 22, 13, 12, 1, 23, 25, 14]","(8.0, 1525.0183635500173)"
152,86,[   8.         1525.01836355],[0.00000000e+00 2.04636308e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 17, 10, 8, 4, 15, 16, 18, 22, 13, 12, 1, 23, 25, 14]","(8.0, 1525.0183635500173)"
153,74,[   8.         1525.01836355],[0.00000000e+00 2.04636308e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 17, 10, 8, 4, 15, 16, 18, 22, 13, 12, 1, 23, 25, 14]","(8.0, 1525.0183635500173)"
154,86,[   8.         1525.01836355],[0.00000000e+00 2.04636308e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 17, 10, 8, 4, 15, 16, 18, 22, 13, 12, 1, 23, 25, 14]","(8.0, 1525.0183635500173)"
155,90,[   8.         1525.01836355],[0.00000000e+00 2.04636308e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 17, 10, 8, 4, 15, 16, 18, 22, 13, 12, 1, 23, 25, 14]","(8.0, 1525.0183635500173)"
156,86,[   8.         1525.01836355],[0.00000000e+00 2.04636308e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 17, 10, 8, 4, 15, 16, 18, 22, 13, 12, 1, 23, 25, 14]","(8.0, 1525.0183635500173)"
157,92,[   8.         1525.01836355],[0.00000000e+00 2.04636308e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 17, 10, 8, 4, 15, 16, 18, 22, 13, 12, 1, 23, 25, 14]","(8.0, 1525.0183635500173)"
158,88,[   8.         1525.01836355],[0.00000000e+00 2.04636308e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 17, 10, 8, 4, 15, 16, 18, 22, 13, 12, 1, 23, 25, 14]","(8.0, 1525.0183635500173)"
159,88,[   8.         1525.01836355],[0.00000000e+00 2.04636308e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 17, 10, 8, 4, 15, 16, 18, 22, 13, 12, 1, 23, 25, 14]","(8.0, 1525.0183635500173)"
160,80,[   8.         1525.01836355],[0.00000000e+00 2.04636308e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 17, 10, 8, 4, 15, 16, 18, 22, 13, 12, 1, 23, 25, 14]","(8.0, 1525.0183635500173)"
161,90,[   8.         1525.01836355],[0.00000000e+00 2.04636308e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 17, 10, 8, 4, 15, 16, 18, 22, 13, 12, 1, 23, 25, 14]","(8.0, 1525.0183635500173)"
162,92,[   8.         1525.01836355],[0.00000000e+00 2.04636308e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 17, 10, 8, 4, 15, 16, 18, 22, 13, 12, 1, 23, 25, 14]","(8.0, 1525.0183635500173)"
163,84,[   8.         1525.01836355],[0.00000000e+00 2.04636308e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 17, 10, 8, 4, 15, 16, 18, 22, 13, 12, 1, 23, 25, 14]","(8.0, 1525.0183635500173)"
164,82,[   8.         1525.01836355],[0.00000000e+00 2.04636308e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 17, 10, 8, 4, 15, 16, 18, 22, 13, 12, 1, 23, 25, 14]","(8.0, 1525.0183635500173)"
165,82,[   8.         1525.01836355],[0.00000000e+00 2.04636308e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 17, 10, 8, 4, 15, 16, 18, 22, 13, 12, 1, 23, 25, 14]","(8.0, 1525.0183635500173)"
166,88,[   8.         1525.01836355],[0.00000000e+00 2.04636308e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 17, 10, 8, 4, 15, 16, 18, 22, 13, 12, 1, 23, 25, 14]","(8.0, 1525.0183635500173)"
167,92,[   8.         1525.01836355],[0.00000000e+00 2.04636308e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 17, 10, 8, 4, 15, 16, 18, 22, 13, 12, 1, 23, 25, 14]","(8.0, 1525.0183635500173)"
168,92,[   8.         1525.01836355],[0.00000000e+00 2.04636308e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 17, 10, 8, 4, 15, 16, 18, 22, 13, 12, 1, 23, 25, 14]","(8.0, 1525.0183635500173)"
169,88,[   8.         1525.01836355],[0.00000000e+00 2.04636308e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 17, 10, 8, 4, 15, 16, 18, 22, 13, 12, 1, 23, 25, 14]","(8.0, 1525.0183635500173)"
170,80,[   8.         1525.01836355],[0.00000000e+00 2.04636308e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 17, 10, 8, 4, 15, 16, 18, 22, 13, 12, 1, 23, 25, 14]","(8.0, 1525.0183635500173)"
171,80,[   8.         1525.01836355],[0.00000000e+00 2.04636308e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 17, 10, 8, 4, 15, 16, 18, 22, 13, 12, 1, 23, 25, 14]","(8.0, 1525.0183635500173)"
172,84,[   8.         1525.01836355],[0.00000000e+00 2.04636308e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 17, 10, 8, 4, 15, 16, 18, 22, 13, 12, 1, 23, 25, 14]","(8.0, 1525.0183635500173)"
173,86,[   8.         1525.01836355],[0.00000000e+00 2.04636308e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 17, 10, 8, 4, 15, 16, 18, 22, 13, 12, 1, 23, 25, 14]","(8.0, 1525.0183635500173)"
174,92,[   8.         1525.01836355],[0.00000000e+00 2.04636308e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 17, 10, 8, 4, 15, 16, 18, 22, 13, 12, 1, 23, 25, 14]","(8.0, 1525.0183635500173)"
175,82,[   8.         1525.01836355],[0.00000000e+00 2.04636308e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 17, 10, 8, 4, 15, 16, 18, 22, 13, 12, 1, 23, 25, 14]","(8.0, 1525.0183635500173)"
176,74,[   8.         1525.01836355],[0.00000000e+00 2.04636308e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 17, 10, 8, 4, 15, 16, 18, 22, 13, 12, 1, 23, 25, 14]","(8.0, 1525.0183635500173)"
177,86,[   8.         1525.01836355],[0.00000000e+00 2.04636308e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 17, 10, 8, 4, 15, 16, 18, 22, 13, 12, 1, 23, 25, 14]","(8.0, 1525.0183635500173)"
178,92,[   8.         1525.01836355],[0.00000000e+00 2.04636308e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 17, 10, 8, 4, 15, 16, 18, 22, 13, 12, 1, 23, 25, 14]","(8.0, 1525.0183635500173)"
179,88,[   8.         1525.01836355],[0.00000000e+00 2.04636308e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 17, 10, 8, 4, 15, 16, 18, 22, 13, 12, 1, 23, 25, 14]","(8.0, 1525.0183635500173)"
180,86,[   8.         1525.01836355],[0.00000000e+00 2.04636308e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 17, 10, 8, 4, 15, 16, 18, 22, 13, 12, 1, 23, 25, 14]","(8.0, 1525.0183635500173)"
181,90,[   8.         1525.01836355],[0.00000000e+00 2.04636308e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 17, 10, 8, 4, 15, 16, 18, 22, 13, 12, 1, 23, 25, 14]","(8.0, 1525.0183635500173)"
182,78,[   8.         1525.01836355],[0.00000000e+00 2.04636308e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 17, 10, 8, 4, 15, 16, 18, 22, 13, 12, 1, 23, 25, 14]","(8.0, 1525.0183635500173)"
183,82,[   8.         1525.01836355],[0.00000000e+00 2.04636308e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 17, 10, 8, 4, 15, 16, 18, 22, 13, 12, 1, 23, 25, 14]","(8.0, 1525.0183635500173)"
184,82,[   8.         1525.01836355],[0.00000000e+00 2.04636308e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 17, 10, 8, 4, 15, 16, 18, 22, 13, 12, 1, 23, 25, 14]","(8.0, 1525.0183635500173)"
185,94,[   8.         1525.01836355],[0.00000000e+00 2.04636308e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 17, 10, 8, 4, 15, 16, 18, 22, 13, 12, 1, 23, 25, 14]","(8.0, 1525.0183635500173)"
