Generation,evals,avg,std,min,max,best_one,fitness_best_one
10,78,[   8.         1760.75945178],[ 0.         10.61495579],[   8.         1739.44221443],[   8.         1772.35600174],"[8, 22, 6, 13, 11, 5, 21, 20, 24, 14, 23, 9, 2, 12, 4, 7, 16, 18, 15, 3, 10, 1, 25, 19, 17]","(8.0, 1739.4422144336565)"
11,94,[   8.         1750.57136172],[ 0.         11.35408386],[   8.         1692.35217385],[   8.         1767.25398266],"[8, 22, 9, 7, 3, 5, 21, 20, 24, 14, 23, 6, 2, 12, 4, 13, 16, 18, 15, 11, 10, 1, 25, 19, 17]","(8.0, 1692.3521738533439)"
12,82,[   8.         1741.39064668],[0.        8.2075205],[   8.         1692.35217385],[   8.         1751.52024488],"[8, 22, 9, 7, 3, 5, 21, 20, 24, 14, 23, 6, 2, 12, 4, 13, 16, 18, 15, 11, 10, 1, 25, 19, 17]","(8.0, 1692.3521738533439)"
13,90,[   8.         1735.51296239],[ 0.         12.27831103],[   8.         1692.35217385],[   8.        1740.9482923],"[8, 22, 9, 7, 3, 5, 21, 20, 24, 14, 23, 6, 2, 12, 4, 13, 16, 18, 15, 11, 10, 1, 25, 19, 17]","(8.0, 1692.3521738533439)"
14,84,[   8.         1727.27608835],[ 0.         17.17133804],[   8.         1692.35217385],[   8.         1739.44221443],"[8, 22, 9, 7, 3, 5, 21, 20, 24, 14, 23, 6, 2, 12, 4, 13, 16, 18, 15, 11, 10, 1, 25, 19, 17]","(8.0, 1692.3521738533439)"
15,88,[   8.         1710.95110738],[ 0.         17.00337877],[   8.         1665.59137645],[   8.         1731.90696648],"[8, 22, 9, 7, 3, 5, 21, 20, 24, 14, 23, 6, 2, 10, 4, 13, 16, 18, 15, 11, 12, 1, 25, 19, 17]","(8.0, 1665.5913764540019)"
16,86,[   8.         1693.09064241],[0.         8.28675777],[   8.         1645.94846972],[   8.         1705.93017364],"[8, 22, 9, 7, 3, 5, 21, 20, 24, 14, 23, 6, 2, 12, 15, 13, 16, 18, 4, 11, 10, 1, 25, 19, 17]","(8.0, 1645.94846971744)"
17,72,[   8.         1688.08360887],[ 0.        10.5664735],[   8.         1645.94846972],[   8.         1692.35217385],"[8, 22, 9, 7, 3, 5, 21, 20, 24, 14, 23, 6, 2, 12, 15, 13, 16, 18, 4, 11, 10, 1, 25, 19, 17]","(8.0, 1645.94846971744)"
18,84,[   8.         1682.36420813],[ 0.         13.84054671],[   8.         1645.94846972],[   8.         1692.35217385],"[8, 22, 9, 7, 3, 5, 21, 20, 24, 14, 23, 6, 2, 12, 15, 13, 16, 18, 4, 11, 10, 1, 25, 19, 17]","(8.0, 1645.94846971744)"
19,74,[   8.         1670.55198992],[ 0.         13.82283995],[   8.         1644.90812854],[   8.         1690.18592348],"[8, 22, 9, 7, 2, 5, 21, 20, 24, 14, 23, 6, 3, 12, 15, 13, 16, 18, 4, 11, 10, 1, 25, 19, 17]","(8.0, 1644.9081285372674)"
20,82,[   8.         1658.83943809],[0.         9.17525195],[   8.         1644.90812854],[   8.         1668.34889595],"[8, 22, 9, 7, 2, 5, 21, 20, 24, 14, 23, 6, 3, 12, 15, 13, 16, 18, 4, 11, 10, 1, 25, 19, 17]","(8.0, 1644.9081285372674)"
21,86,[   8.         1650.06918692],[0.         8.03091805],[   8.         1612.27737511],[   8.         1665.59137645],"[8, 6, 9, 7, 3, 5, 21, 20, 24, 14, 23, 15, 2, 10, 4, 13, 16, 18, 22, 11, 12, 1, 25, 19, 17]","(8.0, 1612.2773751056627)"
22,84,[   8.         1644.58942863],[0.         5.83151786],[   8.         1612.27737511],[   8.         1645.94846972],"[8, 6, 9, 7, 3, 5, 21, 20, 24, 14, 23, 15, 2, 10, 4, 13, 16, 18, 22, 11, 12, 1, 25, 19, 17]","(8.0, 1612.2773751056627)"
23,76,[   8.         1642.41973658],[0.         9.08705938],[   8.         1612.27737511],[   8.         1645.94846972],"[8, 6, 9, 7, 3, 5, 21, 20, 24, 14, 23, 15, 2, 10, 4, 13, 16, 18, 22, 11, 12, 1, 25, 19, 17]","(8.0, 1612.2773751056627)"
24,84,[   8.         1637.52354181],[ 0.        12.6037018],[   8.         1612.27737511],[   8.         1645.94846972],"[8, 6, 9, 7, 3, 5, 21, 20, 24, 14, 23, 15, 2, 10, 4, 13, 16, 18, 22, 11, 12, 1, 25, 19, 17]","(8.0, 1612.2773751056627)"
25,80,[   8.       1626.688801],[ 0.         13.93051947],[   8.         1612.27737511],[   8.         1644.90812854],"[8, 6, 9, 7, 3, 5, 21, 20, 24, 14, 23, 15, 2, 10, 4, 13, 16, 18, 22, 11, 12, 1, 25, 19, 17]","(8.0, 1612.2773751056627)"
26,92,[   8.         1613.60420982],[0.         4.16608961],[   8.         1604.68662515],[   8.         1635.48384676],"[8, 6, 9, 7, 3, 5, 20, 21, 11, 14, 23, 15, 2, 10, 4, 13, 16, 18, 22, 24, 12, 1, 25, 19, 17]","(8.0, 1604.686625152888)"
27,94,[   8.         1611.87148421],[0.         1.57044794],[   8.         1604.68662515],[   8.         1612.27737511],"[8, 6, 9, 7, 3, 5, 20, 21, 11, 14, 23, 15, 2, 10, 4, 13, 16, 18, 22, 24, 12, 1, 25, 19, 17]","(8.0, 1604.686625152888)"
28,90,[   8.        1611.4254358],[0.         2.15302781],[   8.         1604.68662515],[   8.         1612.27737511],"[8, 6, 9, 7, 3, 5, 20, 21, 11, 14, 23, 15, 2, 10, 4, 13, 16, 18, 22, 24, 12, 1, 25, 19, 17]","(8.0, 1604.686625152888)"
29,82,[   8.        1610.0687085],[0.         3.51170351],[   8.         1590.52422654],[   8.         1612.27737511],"[2, 6, 9, 7, 3, 5, 20, 21, 11, 14, 23, 15, 8, 10, 4, 13, 16, 18, 22, 24, 12, 1, 25, 19, 17]","(8.0, 1590.5242265389059)"
30,92,[   8.         1607.54901334],[0.         4.26174591],[   8.         1590.52422654],[   8.         1612.27737511],"[2, 6, 9, 7, 3, 5, 20, 21, 11, 14, 23, 15, 8, 10, 4, 13, 16, 18, 22, 24, 12, 1, 25, 19, 17]","(8.0, 1590.5242265389059)"
31,84,[   8.         1603.65217246],[0.         4.04347609],[   8.         1590.52422654],[   8.         1608.53803053],"[2, 6, 9, 7, 3, 5, 20, 21, 11, 14, 23, 15, 8, 10, 4, 13, 16, 18, 22, 24, 12, 1, 25, 19, 17]","(8.0, 1590.5242265389059)"
32,90,[   8.         1601.26712201],[0.         5.46293569],[   8.         1590.52422654],[   8.         1604.68662515],"[2, 6, 9, 7, 3, 5, 20, 21, 11, 14, 23, 15, 8, 10, 4, 13, 16, 18, 22, 24, 12, 1, 25, 19, 17]","(8.0, 1590.5242265389059)"
33,78,[   8.         1597.24272787],[0.         6.02933928],[   8.         1590.52422654],[   8.         1604.68662515],"[2, 6, 9, 7, 3, 5, 20, 21, 11, 14, 23, 15, 8, 10, 4, 13, 16, 18, 22, 24, 12, 1, 25, 19, 17]","(8.0, 1590.5242265389059)"
34,86,[   8.         1592.79665441],[0.         4.49479564],[   8.         1589.85439641],[   8.         1602.28235184],"[2, 6, 9, 7, 3, 5, 20, 21, 11, 14, 25, 15, 8, 10, 4, 13, 16, 18, 22, 24, 12, 1, 23, 19, 17]","(8.0, 1589.8543964103096)"
35,90,[   8.         1590.06629183],[0.         2.32686773],[   8.         1575.21467885],[   8.         1590.52422654],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 14, 23, 15, 8, 10, 4, 13, 16, 18, 22, 24, 12, 1, 25, 19, 17]","(8.0, 1575.2146788492503)"
36,86,[   8.         1589.46331165],[0.        3.3248129],[   8.         1575.21467885],[   8.         1590.52422654],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 14, 23, 15, 8, 10, 4, 13, 16, 18, 22, 24, 12, 1, 25, 19, 17]","(8.0, 1575.2146788492503)"
37,86,[   8.         1587.82586647],[0.         4.89333174],[   8.         1575.21467885],[   8.         1590.52422654],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 14, 23, 15, 8, 10, 4, 13, 16, 18, 22, 24, 12, 1, 25, 19, 17]","(8.0, 1575.2146788492503)"
38,84,[   8.         1585.13047361],[0.         5.72682238],[   8.         1575.21467885],[   8.         1589.85439641],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 14, 23, 15, 8, 10, 4, 13, 16, 18, 22, 24, 12, 1, 25, 19, 17]","(8.0, 1575.2146788492503)"
39,84,[   8.         1579.92340715],[0.         4.43680131],[   8.         1575.21467885],[   8.        1588.5023455],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 14, 23, 15, 8, 10, 4, 13, 16, 18, 22, 24, 12, 1, 25, 19, 17]","(8.0, 1575.2146788492503)"
40,82,[   8.         1576.21470803],[0.         1.87902516],[   8.         1575.21467885],[   8.         1581.23110875],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 14, 23, 15, 8, 10, 4, 13, 16, 18, 22, 24, 12, 1, 25, 19, 17]","(8.0, 1575.2146788492503)"
41,74,[   8.         1575.21467885],[0.00000000e+00 2.27373675e-13],[   8.         1575.21467885],[   8.         1575.21467885],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 14, 23, 15, 8, 10, 4, 13, 16, 18, 22, 24, 12, 1, 25, 19, 17]","(8.0, 1575.2146788492503)"
42,86,[   8.         1575.21467885],[0.00000000e+00 2.27373675e-13],[   8.         1575.21467885],[   8.         1575.21467885],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 14, 23, 15, 8, 10, 4, 13, 16, 18, 22, 24, 12, 1, 25, 19, 17]","(8.0, 1575.2146788492503)"
43,86,[   8.         1575.16840059],[0.         0.46046283],[   8.        1570.5868533],[   8.         1575.21467885],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 14, 23, 15, 10, 8, 4, 13, 16, 18, 22, 24, 12, 1, 25, 19, 17]","(8.0, 1570.586853297935)"
44,82,[   8.         1575.12212234],[0.         0.64789558],[   8.        1570.5868533],[   8.         1575.21467885],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 14, 23, 15, 10, 8, 4, 13, 16, 18, 22, 24, 12, 1, 25, 19, 17]","(8.0, 1570.586853297935)"
45,78,[   8.         1574.92086644],[0.         1.10667957],[   8.        1570.5868533],[   8.         1575.21467885],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 14, 23, 15, 10, 8, 4, 13, 16, 18, 22, 24, 12, 1, 25, 19, 17]","(8.0, 1570.586853297935)"
46,92,[   8.         1574.64319691],[0.         1.50647932],[   8.        1570.5868533],[   8.         1575.21467885],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 14, 23, 15, 10, 8, 4, 13, 16, 18, 22, 24, 12, 1, 25, 19, 17]","(8.0, 1570.586853297935)"
47,92,[   8.         1573.97915846],[0.        2.0233556],[   8.        1570.5868533],[   8.         1575.21467885],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 14, 23, 15, 10, 8, 4, 13, 16, 18, 22, 24, 12, 1, 25, 19, 17]","(8.0, 1570.586853297935)"
48,86,[   8.         1572.86148377],[0.         2.25454072],[   8.        1570.5868533],[   8.         1575.21467885],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 14, 23, 15, 10, 8, 4, 13, 16, 18, 22, 24, 12, 1, 25, 19, 17]","(8.0, 1570.586853297935)"
49,88,[   8.         1570.83303776],[0.         0.77342071],[   8.        1570.5868533],[   8.         1573.60039151],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 14, 23, 15, 10, 8, 4, 13, 16, 18, 22, 24, 12, 1, 25, 19, 17]","(8.0, 1570.586853297935)"
50,90,[   8.       1570.580155],[0.         0.06664726],[   8.         1569.91702317],[   8.        1570.5868533],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 14, 25, 15, 10, 8, 4, 13, 16, 18, 22, 24, 12, 1, 23, 19, 17]","(8.0, 1569.9170231693392)"
51,94,[   8.         1570.56675839],[0.         0.11426446],[   8.         1569.91702317],[   8.        1570.5868533],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 14, 25, 15, 10, 8, 4, 13, 16, 18, 22, 24, 12, 1, 23, 19, 17]","(8.0, 1569.9170231693392)"
52,84,[   8.         1570.54666349],[0.         0.15907584],[   8.         1569.91702317],[   8.        1570.5868533],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 14, 25, 15, 10, 8, 4, 13, 16, 18, 22, 24, 12, 1, 23, 19, 17]","(8.0, 1569.9170231693392)"
53,82,[   8.         1570.51987029],[0.         0.20094904],[   8.         1569.91702317],[   8.        1570.5868533],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 14, 25, 15, 10, 8, 4, 13, 16, 18, 22, 24, 12, 1, 23, 19, 17]","(8.0, 1569.9170231693392)"
54,84,[   8.         1570.41939577],[0.         0.29004495],[   8.         1569.91702317],[   8.        1570.5868533],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 14, 25, 15, 10, 8, 4, 13, 16, 18, 22, 24, 12, 1, 23, 19, 17]","(8.0, 1569.9170231693392)"
55,88,[   8.         1570.21668252],[0.         0.37955938],[   8.         1568.40094195],[   8.        1570.5868533],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 25, 23, 15, 10, 8, 4, 13, 16, 18, 22, 24, 12, 1, 14, 19, 17]","(8.0, 1568.4009419529773)"
56,78,[   8.         1569.83714854],[0.         0.42527336],[   8.         1566.47780343],[   8.         1569.91702317],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 14, 19, 15, 10, 8, 4, 13, 16, 18, 22, 24, 12, 1, 23, 25, 17]","(8.0, 1566.4778034315389)"
57,88,[   8.         1569.74618366],[0.         0.54402334],[   8.         1566.47780343],[   8.         1569.91702317],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 14, 19, 15, 10, 8, 4, 13, 16, 18, 22, 24, 12, 1, 23, 25, 17]","(8.0, 1566.4778034315389)"
58,80,[   8.         1569.56425392],[0.         0.69030548],[   8.         1566.47780343],[   8.         1569.91702317],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 14, 19, 15, 10, 8, 4, 13, 16, 18, 22, 24, 12, 1, 23, 25, 17]","(8.0, 1566.4778034315389)"
59,88,[   8.         1569.14561552],[0.         0.84698446],[   8.         1566.47780343],[   8.         1569.91702317],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 14, 19, 15, 10, 8, 4, 13, 16, 18, 22, 24, 12, 1, 23, 25, 17]","(8.0, 1566.4778034315389)"
60,90,[   8.         1568.45116726],[0.         0.64419075],[   8.         1566.47780343],[   8.         1569.91702317],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 14, 19, 15, 10, 8, 4, 13, 16, 18, 22, 24, 12, 1, 23, 25, 17]","(8.0, 1566.4778034315389)"
61,90,[   8.         1568.15971355],[0.        0.6253689],[   8.         1566.47780343],[   8.         1568.40094195],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 14, 19, 15, 10, 8, 4, 13, 16, 18, 22, 24, 12, 1, 23, 25, 17]","(8.0, 1566.4778034315389)"
62,82,[   8.         1567.89984974],[0.         0.84750402],[   8.         1565.19482331],[   8.         1568.40094195],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 14, 19, 13, 10, 8, 4, 15, 16, 18, 22, 24, 12, 1, 23, 25, 17]","(8.0, 1565.1948233092373)"
63,92,[   8.         1567.37571363],[0.         0.96137169],[   8.         1565.19482331],[   8.         1568.40094195],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 14, 19, 13, 10, 8, 4, 15, 16, 18, 22, 24, 12, 1, 23, 25, 17]","(8.0, 1565.1948233092373)"
64,86,[   8.         1566.44066804],[0.         0.34648999],[   8.         1565.19482331],[   8.         1567.87835288],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 14, 19, 13, 10, 8, 4, 15, 16, 18, 22, 24, 12, 1, 23, 25, 17]","(8.0, 1565.1948233092373)"
65,82,[   8.         1566.33377707],[0.         0.40061031],[   8.         1565.19482331],[   8.         1566.47780343],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 14, 19, 13, 10, 8, 4, 15, 16, 18, 22, 24, 12, 1, 23, 25, 17]","(8.0, 1565.1948233092373)"
66,84,[   8.         1566.17808033],[0.        0.5376092],[   8.         1565.19482331],[   8.         1566.47780343],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 14, 19, 13, 10, 8, 4, 15, 16, 18, 22, 24, 12, 1, 23, 25, 17]","(8.0, 1565.1948233092373)"
67,98,[   8.         1565.82068622],[0.         0.63103023],[   8.         1565.19482331],[   8.         1566.47780343],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 14, 19, 13, 10, 8, 4, 15, 16, 18, 22, 24, 12, 1, 23, 25, 17]","(8.0, 1565.1948233092373)"
68,78,[   8.         1565.19482331],[0.00000000e+00 2.27373675e-13],[   8.         1565.19482331],[   8.         1565.19482331],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 14, 19, 13, 10, 8, 4, 15, 16, 18, 22, 24, 12, 1, 23, 25, 17]","(8.0, 1565.1948233092373)"
69,86,[   8.         1565.19482331],[0.00000000e+00 2.27373675e-13],[   8.         1565.19482331],[   8.         1565.19482331],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 14, 19, 13, 10, 8, 4, 15, 16, 18, 22, 24, 12, 1, 23, 25, 17]","(8.0, 1565.1948233092373)"
70,84,[   8.         1565.15808473],[0.         0.36554425],[   8.         1561.52096536],[   8.         1565.19482331],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 17, 19, 13, 10, 8, 4, 15, 16, 18, 22, 24, 12, 1, 23, 25, 14]","(8.0, 1561.5209653615095)"
71,84,[   8.         1565.08460757],[0.         0.62671322],[   8.         1561.52096536],[   8.         1565.19482331],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 17, 19, 13, 10, 8, 4, 15, 16, 18, 22, 24, 12, 1, 23, 25, 14]","(8.0, 1561.5209653615095)"
72,78,[   8.         1564.97669774],[0.         0.86362244],[   8.         1561.52096536],[   8.         1565.19482331],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 17, 19, 13, 10, 8, 4, 15, 16, 18, 22, 24, 12, 1, 23, 25, 14]","(8.0, 1561.5209653615095)"
73,90,[   8.         1564.75857218],[0.         1.18174866],[   8.         1561.52096536],[   8.         1565.19482331],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 17, 19, 13, 10, 8, 4, 15, 16, 18, 22, 24, 12, 1, 23, 25, 14]","(8.0, 1561.5209653615095)"
74,90,[   8.         1564.15487855],[0.         1.63329106],[   8.         1561.52096536],[   8.         1565.19482331],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 17, 19, 13, 10, 8, 4, 15, 16, 18, 22, 24, 12, 1, 23, 25, 14]","(8.0, 1561.5209653615095)"
75,84,[   8.         1562.89276866],[0.       2.100856],[   8.        1551.4898844],[   8.         1565.19482331],"[5, 6, 9, 7, 3, 2, 20, 21, 17, 11, 15, 13, 10, 8, 4, 19, 16, 18, 22, 24, 12, 1, 23, 25, 14]","(8.0, 1551.4898844045326)"
76,82,[   8.         1561.23617431],[0.         1.71502002],[   8.        1551.4898844],[   8.         1561.75155647],"[5, 6, 9, 7, 3, 2, 20, 21, 17, 11, 15, 13, 10, 8, 4, 19, 16, 18, 22, 24, 12, 1, 23, 25, 14]","(8.0, 1551.4898844045326)"
77,88,[   8.         1560.81878969],[0.         2.55940038],[   8.        1551.4898844],[   8.         1561.52096536],"[5, 6, 9, 7, 3, 2, 20, 21, 17, 11, 15, 13, 10, 8, 4, 19, 16, 18, 22, 24, 12, 1, 23, 25, 14]","(8.0, 1551.4898844045326)"
78,90,[   8.         1559.58065255],[0.         4.92009211],[   8.         1526.72083388],[   8.         1561.52096536],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 13, 10, 8, 4, 15, 16, 18, 22, 17, 12, 1, 23, 25, 14]","(8.0, 1526.7208338750265)"
79,84,[   8.         1557.05241938],[0.         6.46168557],[   8.         1526.72083388],[   8.         1561.52096536],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 13, 10, 8, 4, 15, 16, 18, 22, 17, 12, 1, 23, 25, 14]","(8.0, 1526.7208338750265)"
80,88,[   8.         1552.39727065],[0.         6.80669801],[   8.         1526.72083388],[   8.         1561.52096536],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 13, 10, 8, 4, 15, 16, 18, 22, 17, 12, 1, 23, 25, 14]","(8.0, 1526.7208338750265)"
81,94,[   8.         1548.59968752],[0.         7.20794081],[   8.         1526.72083388],[   8.        1551.4898844],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 13, 10, 8, 4, 15, 16, 18, 22, 17, 12, 1, 23, 25, 14]","(8.0, 1526.7208338750265)"
82,70,[   8.         1544.26155541],[0.         9.99220022],[   8.         1526.72083388],[   8.        1551.4898844],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 13, 10, 8, 4, 15, 16, 18, 22, 17, 12, 1, 23, 25, 14]","(8.0, 1526.7208338750265)"
83,88,[   8.         1535.71156242],[0.         9.54679353],[   8.         1526.72083388],[   8.        1551.4898844],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 13, 10, 8, 4, 15, 16, 18, 22, 17, 12, 1, 23, 25, 14]","(8.0, 1526.7208338750265)"
84,82,[   8.         1526.90440395],[0.      0.45786],[   8.         1526.72083388],[   8.        1528.0700911],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 13, 10, 8, 4, 15, 16, 18, 22, 17, 12, 1, 23, 25, 14]","(8.0, 1526.7208338750265)"
85,88,[   8.         1526.72083388],[0.00000000e+00 9.09494702e-13],[   8.         1526.72083388],[   8.         1526.72083388],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 13, 10, 8, 4, 15, 16, 18, 22, 17, 12, 1, 23, 25, 14]","(8.0, 1526.7208338750265)"
86,82,[   8.         1526.72083388],[0.00000000e+00 9.09494702e-13],[   8.         1526.72083388],[   8.         1526.72083388],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 13, 10, 8, 4, 15, 16, 18, 22, 17, 12, 1, 23, 25, 14]","(8.0, 1526.7208338750265)"
87,82,[   8.         1526.72083388],[0.00000000e+00 9.09494702e-13],[   8.         1526.72083388],[   8.         1526.72083388],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 13, 10, 8, 4, 15, 16, 18, 22, 17, 12, 1, 23, 25, 14]","(8.0, 1526.7208338750265)"
88,76,[   8.         1526.72083388],[0.00000000e+00 9.09494702e-13],[   8.         1526.72083388],[   8.         1526.72083388],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 13, 10, 8, 4, 15, 16, 18, 22, 17, 12, 1, 23, 25, 14]","(8.0, 1526.7208338750265)"
89,84,[   8.         1526.72083388],[0.00000000e+00 9.09494702e-13],[   8.         1526.72083388],[   8.         1526.72083388],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 13, 10, 8, 4, 15, 16, 18, 22, 17, 12, 1, 23, 25, 14]","(8.0, 1526.7208338750265)"
90,90,[   8.         1526.72083388],[0.00000000e+00 9.09494702e-13],[   8.         1526.72083388],[   8.         1526.72083388],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 13, 10, 8, 4, 15, 16, 18, 22, 17, 12, 1, 23, 25, 14]","(8.0, 1526.7208338750265)"
91,84,[   8.         1526.72083388],[0.00000000e+00 9.09494702e-13],[   8.         1526.72083388],[   8.         1526.72083388],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 13, 10, 8, 4, 15, 16, 18, 22, 17, 12, 1, 23, 25, 14]","(8.0, 1526.7208338750265)"
92,84,[   8.         1526.72083388],[0.00000000e+00 9.09494702e-13],[   8.         1526.72083388],[   8.         1526.72083388],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 13, 10, 8, 4, 15, 16, 18, 22, 17, 12, 1, 23, 25, 14]","(8.0, 1526.7208338750265)"
93,84,[   8.         1526.72083388],[0.00000000e+00 9.09494702e-13],[   8.         1526.72083388],[   8.         1526.72083388],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 13, 10, 8, 4, 15, 16, 18, 22, 17, 12, 1, 23, 25, 14]","(8.0, 1526.7208338750265)"
94,86,[   8.         1526.72083388],[0.00000000e+00 9.09494702e-13],[   8.         1526.72083388],[   8.         1526.72083388],"[5, 6, 9, 7, 3, 2, 20, 21, 11, 24, 19, 13, 10, 8, 4, 15, 16, 18, 22, 17, 12, 1, 23, 25, 14]","(8.0, 1526.7208338750265)"
